page,location,before,after,reason
"luxury-travel/europe/croatia/index.html","FAQ answer (HTML + JSON-LD): boats","Standard practice — skippered day boats to the Elaphiti or Pakleni islands, and private transfers by sea where they beat the road.","Yes, as standard: skippered day boats to the Elaphiti or Pakleni islands, and private transfers by sea where they are quicker than the road.","Internal phrasing ('Standard practice')"
"luxury-travel/europe/croatia/index.html","FAQ answer (HTML + JSON-LD): families","Pebble coves and city stairs ask a little planning, but Maslina and the Bellevue both do families well. We match the base to the ages.","Pebble coves and the city’s stairs take a little planning, but Maslina and the Bellevue both look after families well, and we match your base to your children’s ages.","Clipped phrasing"
"luxury-travel/europe/greece/index.html","Hero subtitle","— sold by people who know which beach suits which August.","— planned by people who know which beach suits which August.","Sales wording ('sold by')"
"luxury-travel/europe/greece/index.html","Hotels lede","Use the area bar to jump between coastlines. Every list is kept short on purpose, so you are choosing between well-matched options rather than scrolling.","Use the area links at the top of the page to jump between coastlines. Every list is kept short on purpose, so you are choosing between well-matched options.","Internal UI term ('area bar')"
"luxury-travel/europe/greece/index.html","Halkidiki area intro","The Sani and Ikos estates — the best family product in the Mediterranean.","The Sani and Ikos estates — the best family resorts in the Mediterranean.","Trade jargon ('product')"
"luxury-travel/europe/greece/index.html","Hotel card: Ikos Oceania (best suited to)","First-time all-inclusive sceptics — this is the one that converts them.","Guests new to all-inclusive, or doubtful about it.","Repeated the 'converts sceptics' line from the card above"
"luxury-travel/europe/greece/index.html","Hotel card: Ikos Kissamos (photo caption)","suite living area pictured, no bedroom shown","suite living area pictured","Internal photo note ('no bedroom shown')"
"luxury-travel/europe/greece/index.html","Hotel card: Ikos Kissamos (why we selected it)","New opening — availability and final details confirmed at the Europe pack; we will place early clients carefully.","As a new opening, we confirm availability and the final details with your quotation.","Internal staff note ('confirmed at the Europe pack', 'place early clients')"
"luxury-travel/europe/greece/index.html","Hotel card: Canaves Oia (photo caption)","Room categories: Suite to Epitome Villa with Private Pool &middot; photographs supplied under the Canaves Oia name, not attributed to either hotel","Room categories: Suite to Epitome Villa with Private Pool","Internal image-rights note in a customer caption"
"luxury-travel/europe/greece/index.html","Hotel card: Canaves Oia (two separate hotels note)","The photographs above are supplied under the Canaves Oia name without being attributed to either, so we confirm which hotel a quotation and its room category apply to before anything is held.","Your quotation will set out clearly which hotel and room category it covers.","Internal image-rights/process note"
"luxury-travel/europe/greece/index.html","Hotel card: Ikos Aria (best suited to)","Value-hunters who still want the full luxury all-inclusive product.","Guests looking for value who still want full luxury all-inclusive.","Trade jargon ('product')"
"luxury-travel/europe/greece/index.html","Itinerary card: One Estate, Done Properly","We place you by child age and beach preference, then pre-book the restaurants worth planning around.","We match the resort to your children’s ages and your choice of beach, then book ahead the restaurants worth planning around.","Internal jargon ('we place you')"
"luxury-travel/europe/greece/index.html","Itinerary card: Caldera and Coast","The proposal shape, and the honeymoon shape, in one itinerary.","The classic shape for a proposal or a honeymoon.","Awkward phrasing"
"luxury-travel/europe/greece/index.html","Combination card: Turkey","combine an Aegean island with the Turkish Riviera in one flight pattern.","combine an Aegean island with the Turkish Riviera in a single trip.","Trade jargon ('flight pattern')"
"luxury-travel/europe/montenegro/index.html","Hotels section: collection intro","Every hotel we offer is chosen and checked by our travel team before it reaches this page.","Every hotel here has been chosen and checked by our own travel team.","Reads like an internal process note ('before it reaches this page')"
"luxury-travel/europe/montenegro/index.html","Destination intro, paragraph 3","Optional extensions — Regent Porto Montenegro, The Chedi Luštica Bay and Mamula Island — are held pending Vedere sign-off and can be quoted on request.","We can also quote Regent Porto Montenegro, The Chedi Luštica Bay and Mamula Island on request.","Internal approval note ('held pending Vedere sign-off')"
"luxury-travel/europe/montenegro/index.html","FAQ question (HTML + JSON-LD): other hotels","What about the extension hotels?","Can you book other hotels in Montenegro?","Internal term ('extension hotels')"
"luxury-travel/europe/montenegro/index.html","FAQ answer (HTML + JSON-LD): other hotels","Regent, The Chedi and Mamula Island are on the approved-pending list — we quote them on request while Vedere sign-off completes.","Yes. Regent Porto Montenegro, The Chedi Luštica Bay and Mamula Island are not part of our main collection, but we are happy to quote them on request.","Internal approval note ('approved-pending list', 'Vedere sign-off')"
"luxury-travel/europe/montenegro/index.html","FAQ answer (JSON-LD): children","""text"": ""— calm water, short transfers and One&Only’s kids’ programme make it an easy first “different” holiday.""","""text"": ""Yes. Calm water, short transfers and One&Only’s kids’ programme make it an easy first “different” holiday.""","Answer began mid-sentence with a dash (missing opening)"
"luxury-travel/europe/montenegro/index.html","FAQ answer (HTML): children","<div class=""faq-a""><p>— calm water, short transfers and One&amp;Only’s kids’ programme","<div class=""faq-a""><p>Yes. Calm water, short transfers and One&amp;Only’s kids’ programme","Answer began mid-sentence with a dash (missing opening)"
"luxury-travel/europe/montenegro/index.html","FAQ question (HTML + JSON-LD): EU and currency","Is Montenegro in the EU / what currency?","Is Montenegro in the EU, and what currency does it use?","Note-style slash question"
"luxury-travel/europe/montenegro/index.html","FAQ answer (HTML + JSON-LD): EU and currency","Not in the EU, but it uses the euro and entry is passport-simple for UK travellers. Practically it travels like anywhere on the Adriatic.","It is not in the EU, but it uses the euro, and UK travellers need only a passport to enter. In practice it feels like anywhere else on the Adriatic.","Clipped phrasing ('passport-simple')"
"luxury-travel/europe/montenegro/index.html","Hotel card: SIRO Porto Montenegro (why we selected it)","Cross-links SIRO One Za’abeel for Dubai-bound clients.","Its sister hotel, SIRO One Za’abeel, makes an easy pairing if you are also travelling to Dubai.","Internal note ('Cross-links … for Dubai-bound clients')"
"luxury-travel/europe/montenegro/index.html","Hotel card: Lazure (tagline)","A 18th-century lazaretto turned waterfront boutique.","An 18th-century lazaretto turned waterfront boutique.","Grammar ('A 18th')"
"luxury-travel/europe/montenegro/index.html","Itinerary card: Two-Country Adriatic","and the pairing sells itself.","and the two pair beautifully.","Sales wording"
"luxury-travel/europe/montenegro/index.html","Getting There body","We use whichever lands the trip better.","We use whichever suits your trip better.","Clipped phrasing"
"luxury-travel/europe/spain/index.html","Hotels section: collection intro","Every hotel we offer is chosen and checked by our travel team before it reaches this page.","Every hotel here has been chosen and checked by our own travel team.","Reads like an internal process note ('before it reaches this page')"
"luxury-travel/europe/spain/index.html","Meta description + JSON-LD description","Nine approved hotels tailored by one specialist.","Nine hand-picked hotels, tailored by one specialist.","Internal wording ('approved hotels')"
"luxury-travel/europe/spain/index.html","Meta og:description","— nine approved addresses.","— nine hand-picked hotels.","Internal wording ('approved addresses')"
"luxury-travel/europe/spain/index.html","Hero subtitle","— Spain sells every kind of week.","— Spain does every kind of week.","Sales wording ('sells')"
"luxury-travel/europe/spain/index.html","Hotels lede","— approved property by property.","— each chosen property by property.","Internal wording ('approved')"
"luxury-travel/europe/spain/index.html","Hotel card: Hotel Arts Barcelona (why we selected it)","Sea-view rooms from the 20th floor up are the play — plus Enoteca’s two stars and a pool terrace that makes August in the city plausible.","Sea-view rooms from the 20th floor up are the ones to book, with Enoteca’s two Michelin stars downstairs and a pool terrace that makes August in the city a pleasure.","Jargon ('are the play') and fragment"
"luxury-travel/europe/spain/index.html","FAQ answer (HTML + JSON-LD): golf","Tell us handicaps and we build the week around them.","Tell us your handicaps and we will build the week around them.","Clipped phrasing"
"luxury-travel/indian-ocean/index.html","Region intro, paragraph 2","the honeymoon heart of the portfolio.","the honeymoon heart of our collection.","Internal wording ('portfolio')"
"luxury-travel/indian-ocean/index.html","Destination card: Mauritius","Mauritius sells to the people who want a proper island rather than a sandbank:","Mauritius suits people who want a proper island rather than a sandbank:","Sales/internal wording ('sells to')"
"luxury-travel/indian-ocean/index.html","Destination card: Sri Lanka (summary line)","<p class=""dest-line"">Sold as a route, not a resort &mdash; triangle, hill country, south coast.</p>","<p class=""dest-line"">A route rather than a resort &mdash; the cultural triangle, the hill country and the south coast.</p>","Sales wording ('Sold as') and shorthand list"
"luxury-travel/indian-ocean/index.html","FAQ question (HTML + JSON-LD): Sri Lanka","Is Sri Lanka sold as a touring itinerary?","Is Sri Lanka best done as a touring itinerary?","Sales/internal wording ('sold as')"
"luxury-travel/indian-ocean/index.html","At a glance: regional departures","<span class=""pn-v"">MAN &middot; BHX &middot; EDI via the Gulf<","<span class=""pn-v"">Manchester &middot; Birmingham &middot; Edinburgh, via the Gulf<","Airport-code shorthand"
"sports-travel/cricket/index.html","Intro section eyebrow","<p class=""eyebrow"">The Proposition</p>","<p class=""eyebrow"">Why Cricket</p>","Internal marketing term used as a customer-facing label"
"sports-travel/cricket/index.html","Tours lede","Tours are sold as a ladder — one Test or the full series.","Choose anything from a single Test to the full series.","Internal sales jargon ('sold as a ladder')"
"sports-travel/cricket/index.html","FAQ answer (HTML + JSON-LD): whole tour","No. South Africa is sold as a ladder — the New Year Test at Newlands on its own,","No. In South Africa you can book the New Year Test at Newlands on its own,","Internal sales jargon ('sold as a ladder')"
"sports-travel/cricket/index.html","FAQ answer (HTML + JSON-LD): which tours","The Ashes 2027 in England is confirmed by schedule but packages have not been released, so that page is a register-interest page for now.","The Ashes 2027 in England has a confirmed schedule, but packages have not yet been released, so for now you can register your interest for first access.","Reads like an internal site note ('that page is a register-interest page')"
"sports-travel/cricket/index.html","Tour card: South Africa","Sold as one Test, two, or the complete series.","Available as one Test, two, or the complete series.","Sales wording ('Sold as')"
"sports-travel/cricket/index.html","Looking Ahead card: LA28","No pricing yet and no schedule, but the register list is how first access will be allocated.","There is no schedule or pricing yet, but registering now puts you first in line.","Internal phrasing ('register list', 'allocated')"
"sports-travel/football/european-football-breaks/index.html","Meta description + og:description","Official-route tickets, five-star hotels, built to your fixture.","Tickets through official channels, five-star hotels, built to your fixture.","Trade jargon ('official-route')"
"sports-travel/football/european-football-breaks/index.html","JSON-LD Product description","with official-route tickets or hospitality,","with tickets or hospitality through official channels,","Trade jargon ('official-route')"
"sports-travel/football/european-football-breaks/index.html","What is included: tickets","Official-route matchday tickets for your chosen club","Matchday tickets for your chosen club, through official channels","Trade jargon ('official-route')"
"sports-travel/football/european-football-breaks/index.html","How It Works body","Every break below is a template rather than a product on a shelf.","Every break below is an example rather than an off-the-shelf package.","Internal wording ('template', 'product')"
"sports-travel/football/european-football-breaks/index.html","Champions League card: Knockout Rounds","as soon as the tie is confirmed and inventory is released.","as soon as the tie is confirmed and tickets are released.","Trade jargon ('inventory')"
"sports-travel/football/european-football-breaks/index.html","Champions League card: The Final","Demand is exceptional and inventory is released late","Demand is exceptional and tickets are released late","Trade jargon ('inventory')"
"sports-travel/golf/phoenix-open/index.html","Venue section lede","The full ticket ladder follows below.","The full ticket guide follows below.","Internal jargon ('ticket ladder')"
"sports-travel/golf/phoenix-open/index.html","Ticket Guide lede","the products are different from one another. What you buy changes the week substantially.","the ticket types are very different from one another. What you buy changes the week substantially.","Trade jargon ('products')"
"sports-travel/golf/phoenix-open/index.html","Ticket guide card: 16th-hole skyboxes","The tournament’s premium product, and Friday and Saturday inventory moves first.","The tournament’s premium option, and Friday and Saturday sell first.","Trade jargon ('product', 'inventory moves')"
"sports-travel/golf/phoenix-open/index.html","Destination section lede","The event fills the days it fills. A short, tested list of what is worth your time around it.","The golf fills the tournament days. Here is a short, tested list of what is worth your time around it.","Robotic template phrasing"
"sports-travel/golf/phoenix-open/index.html","Hotels lede","twenty-five minutes north, plus two smaller hideaways around Camelback Mountain.","twenty-five minutes north, including two smaller hideaways around Camelback Mountain.","Wording implied seven hotels when five are listed"
"sports-travel/golf/phoenix-open/index.html","Hotel card: Fairmont Scottsdale Princess (position)","The 5th Fairway activation","The 5th Fairway venue","Marketing jargon ('activation')"
"sports-travel/other-sports/index.html","Meta og:description","official-route tickets and hospitality for the great occasions that do not fit a season. Enquiry-led.","tickets and hospitality through official channels for the great occasions that do not fit a season.","Trade jargon ('official-route') and internal note ('Enquiry-led')"
"sports-travel/other-sports/index.html","Intro section eyebrow","<p class=""eyebrow"">The Proposition</p>","<p class=""eyebrow"">Our Approach</p>","Internal marketing term used as a customer-facing label"
"sports-travel/other-sports/index.html","Intro body, paragraph 2","Our job on this page is two things at once:","Our job here is two things at once:","Refers to 'this page' like a build note"
"sports-travel/other-sports/index.html","Boxing card eyebrow","Lead category","Most requested","Internal category label"
"sports-travel/other-sports/index.html","FAQ answer (HTML + JSON-LD): fight announced","the good hotel inventory in Las Vegas or Riyadh moves within hours of the announcement.","the best hotel rooms in Las Vegas or Riyadh go within hours of the announcement.","Trade jargon ('inventory')"
"sports-travel/other-sports/index.html","FAQ answer (HTML + JSON-LD): groups","because it changes which hospitality products are open to us.","because it changes which hospitality options are open to us.","Trade jargon ('products')"
"sports-travel/other-sports/boxing/index.html","Ticket Guide lede","Every fight venue ladders the same way.","Every fight venue works the same way.","Internal jargon ('ladders')"
"sports-travel/tennis/australian-open/index.html","Climate section lede","Guidance based on historical seasonal conditions for this race slot rather than a forecast.","Based on typical conditions at this time of year, rather than a forecast.","Wrong-sport template leftover ('race slot' on a tennis page)"
"sports-travel/tennis/australian-open/index.html","Destination section lede","The event fills the days it fills. A short, tested list of what is worth your time around it.","The tennis fills the sessions. Here is a short, tested list of what is worth your time around them.","Robotic template phrasing"
"sports-travel/tennis/australian-open/index.html","Package card: Night Session Experience tennis row","Premium reserved RLA day and night sessions, mid-tournament","Premium reserved Rod Laver Arena day and night sessions, mid-tournament","Internal abbreviation ('RLA')"
"sports-travel/tennis/australian-open/index.html","Ticket guide card: official hospitality","Positioned as an upgrade, never priced by the day.","Offered as an upgrade rather than priced by the day.","Internal sales wording ('Positioned as')"
"sports-travel/tennis/roland-garros/index.html","Climate section lede","Guidance based on historical seasonal conditions for this race slot rather than a forecast.","Based on typical conditions at this time of year, rather than a forecast.","Wrong-sport template leftover ('race slot' on a tennis page)"
"sports-travel/tennis/roland-garros/index.html","Destination section lede","The event fills the days it fills. A short, tested list of what is worth your time around it.","The tennis fills the sessions. Here is a short, tested list of what is worth your time around them.","Robotic template phrasing"
"sports-travel/tennis/roland-garros/index.html","Tournament body, paragraph 3","Suzanne-Lenglen is the value play in the middle rounds.","Suzanne-Lenglen is the best value in the middle rounds.","Trade jargon ('value play')"
"sports-travel/tennis/roland-garros/index.html","Ticket guide card: Suzanne-Lenglen","<p>The value play. Strong scheduling","<p>The best value. Strong scheduling","Trade jargon ('value play')"
"sports-travel/tennis/roland-garros/index.html","Tournament body, paragraph 2","why we sell the no-fly route as the default rather than the alternative","why we suggest the no-fly route as the default rather than the alternative","Sales wording ('sell')"
"sports-travel/tennis/roland-garros/index.html","Hotel card: Four Seasons George V (why we selected it)","The other Palace classic alongside Le Bristol, and further from the courts than the 16th addresses — but it is the reason people come to Paris in the first place. The floral installations and the courtyard dining are part of the point.","The other Palace classic alongside Le Bristol. It is further from the courts than the 16th addresses, but the floral installations and the courtyard dining are part of the point.","Sentence repeated word for word from the Le Bristol card"
"sports-travel/tennis/roland-garros/index.html","Hotel card: Le Bristol (best suited to)","Clients for whom the hotel is half the trip, and finals-weekend bookings.","Guests for whom the hotel is half the trip, and finals weekend.","Internal wording ('clients', 'bookings')"
"sports-travel/tennis/roland-garros/index.html","FAQ answer (HTML + JSON-LD): rain","we will flag it when we quote.","we will point it out when we quote.","Staff jargon ('flag')"
"sports-travel/tennis/roland-garros/index.html","FAQ answer (HTML + JSON-LD): night session","and sells as an upgrade rather than a standalone.","and is offered as an upgrade rather than on its own.","Sales wording"
"sports-travel/us-sports/index.html","MLB card","Through to the World Series in the fall.","Through to the World Series in the autumn.","American English ('fall') in British copy"
"sports-travel/us-sports/index.html","FAQ question (HTML + JSON-LD): seating availability","Are tickets courtside and lower-bowl actually available?","Are courtside and lower-bowl tickets actually available?","Garbled word order"
"sports-travel/us-sports/index.html","Explore American Sports lede","Whether you have a particular game in mind or want to combine several, we will help you","If you have a particular game in mind, or want to combine several, we will help you","AI-template construction ('Whether you… or…')"
"team-travel/index.html","Meta description","for schools, academies and professional clubs. Ten years in.","for schools, academies and professional clubs, with ten years’ experience.","Fragment ('Ten years in.')"
"team-travel/index.html","Hero basis line","Professional clubs · Enquiry-led","Professional clubs · Tailor-made","Internal term ('Enquiry-led')"
"team-travel/index.html","The Service body, paragraph 1","Ten years’ experience in football travel — for schools, academies and professional football clubs. We manage multi-centre itineraries: tournaments, training camps and tours across multiple cities and countries, plus European club travel — Europa League and Champions League away-day and squad logistics.","We have ten years’ experience in football travel for schools, academies and professional clubs. We manage multi-centre itineraries — tournaments, training camps and tours across several cities and countries — as well as European club travel, handling away-day and squad logistics for Europa League and Champions League fixtures.","Opening fragment and list-style shorthand"
"team-travel/index.html","The Service body, paragraph 2","The full job, held by one specialist:","One specialist handles the whole job:","Clipped phrasing"
"team-travel/index.html","How It Works: step four","We travel the schedule with you operationally — on call through every session, transfer and matchday.","We follow the schedule with you for the whole trip, on call through every session, transfer and matchday.","Awkward/internal phrasing ('operationally')"
"team-travel/index.html","Enquire lede","Tell us who you move and when","Tell us who is travelling and when","Awkward phrasing"
"luxury-travel/africa/index.html","FAQ answer (HTML + JSON-LD): visas and malaria","and we flag the low-risk alternatives;","and we point out the low-risk alternatives;","Staff jargon ('flag')"
