page,type,slot,old_or_subject,status,new_file,width,height,alt,credit,licence,source_url,image_url,note
"/sports-travel/golf/the-open","card","replace","/assets/img/sports/golf/the-open-2027/the-open-package-championship-experience.jpg","library","/assets/img/sports/library/golf-the-open-st-andrews/golf-the-open-st-andrews-02.jpg","2000","1334","The Swilcan Bridge and 18th fairway of the Old Course, with the R&A clubhouse beyond, St Andrews","Vedere Travel client image library","client library","client library original: Selected originals/Sport/Golf - The Open St Andrews/selection--old-course-st-andrews-links--50795785dfdc.jpg","","Same subject (the 1st/18th fairways and the R&A clubhouse at St Andrews). Client-library image not used elsewhere, 2000px."
"/sports-travel/golf/us-masters","card","replace","/assets/img/sports/golf/us-masters-2027/us-masters-package-patron-experience.jpg","library","/assets/img/hotels/the-partridge-inn/the-partridge-inn-ext-01.jpg","1600","1247","The veranda at The Partridge Inn, Augusta, Georgia","Vedere Travel client image library","hotel press image supplied in client library","client library original: Selected originals/Hotels/The Partridge Inn/hero--the-partridge-inn-veranda-at-8595-augusta--c83240db4e3d.jpg","","Same subject (the Partridge Inn veranda), from the client-library press set at 1600px. Caution: this file is already used on the hotel card on the same page."
"/sports-travel","card","replace","/assets/img/sports/index/sports-card-formula-one.jpg","library","/assets/img/sports/f1/index/f1-hero-03.jpg","1600","1064","Grandstand roofs along the pit straight at Yas Marina Circuit, Abu Dhabi, at dusk","Vedere Travel client image library","client library","repo file","","The exact same photograph exists in the repo at 1600px (f1-hero-03.jpg); no new file is needed."
"/sports-travel","card","replace","/assets/img/sports/index/sports-card-team-travel.jpg","not-found","","","","","","","","","A squad training session at an unidentified club ground. It cannot be matched to a source, and there is no client-library team-training image."
"/sports-travel","card","replace","/assets/img/sports/index/sports-card-corporate.jpg","not-found","","","","","","","","","A glass-walled trackside hospitality lounge with an Aston Martin on display. It cannot be identified or matched to a sharper source."
"/sports-travel/other-sports/boxing","card","replace","/assets/img/sports/golf/us-masters-2027/us-masters-package-map-and-flag.jpg","not-found","","","","","","","","","The image is a wood-panelled dining room (filename: Masters Map & Flag). It does not match the client-library Map & Flag photos (a bright modern hall), and it is an Augusta venue shown on a non-golf page. No sharper genuine source was found."
"/sports-travel/other-sports/boxing","card","replace","/assets/img/sports/tennis/roland-garros-2027/roland-garros-package-hospitality.jpg","not-found","","","","","","","","","The image is a Roland-Garros hospitality restaurant hall, used here as a generic dining stand-in on a non-tennis page. The client-library Roland-Garros hospitality photos show a different space (Club des Loges terraces), and a Paris venue would misrepresent local dining anyway. Recommend a city-specific restaurant image instead."
"/sports-travel/other-sports/darts","card","replace","/assets/img/sports/tennis/wimbledon-2027/wimbledon-package-finals.jpg","not-found","","","","","","","","","The entrance of a planted-facade hotel, captioned ""Mayfair"". The property could not be identified with confidence, so no exact-subject replacement is possible."
"/sports-travel/rugby/six-nations","card","replace","/assets/img/sports/golf/us-masters-2027/us-masters-package-map-and-flag.jpg","not-found","","","","","","","","","The image is a wood-panelled dining room (filename: Masters Map & Flag). It does not match the client-library Map & Flag photos (a bright modern hall), and it is an Augusta venue shown on a non-golf page. No sharper genuine source was found."
"/sports-travel/tennis/australian-open","card","replace","/assets/img/sports/tennis/australian-open-2027/australian-open-package-night.jpg","sourced","/assets/img/sourced/australian-open/rod-laver-arena-dusk-01.jpg","1600","1200","A full Rod Laver Arena at dusk during an Australian Open quarter-final, with the Melbourne skyline beyond","Gracchus250","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Rod_Laver_Arena_Melbourne_Park_Australian_Open_2023_quarter_final_dusk.jpg","https://upload.wikimedia.org/wikipedia/commons/0/08/Rod_Laver_Arena_Melbourne_Park_Australian_Open_2023_quarter_final_dusk.jpg","Same venue (Rod Laver Arena) at dusk. The shot is from inside, not of the lit exterior; update the alt. The client-library RLA-at-night image is the page hero. Commons file: Rod Laver Arena Melbourne Park Australian Open 2023 quarter final dusk.jpg."
"/sports-travel/tennis/australian-open","card","replace","/assets/img/sports/tennis/australian-open-2027/australian-open-package-finals.jpg","not-found","","","","","","","","","Melbourne Park arenas with the city skyline. The matching genuine images are already used on this page (hero, band replacement, night-card replacement), and no other suitable image of 1400px or more was found."
"/sports-travel/tennis/us-open","card","replace","/assets/img/sports/tennis/us-open-2027/us-open-package-ashe.jpg","sourced","/assets/img/sourced/us-open/arthur-ashe-upper-level-01.jpg","1600","1060","Arthur Ashe Stadium and its court seen from the upper level during the US Open","slgckgc","CC BY 2.0","https://commons.wikimedia.org/wiki/File:View_From_the_Top_of_the_Arthur_Ashe_Stadium_(9613543760)_(2).jpg","https://upload.wikimedia.org/wikipedia/commons/7/7a/View_From_the_Top_of_the_Arthur_Ashe_Stadium_%289613543760%29_%282%29.jpg","Same subject (Arthur Ashe Stadium seen from the upper level). The current image is a Commons photo (Carine06) with a ""KT"" signature in the corner, so it was not reused at full size. This one predates the roof (2013). Commons file: View From the Top of the Arthur Ashe Stadium (9613543760) (2).jpg."
"/sports-travel/us-sports/nfl","card","replace","/assets/img/sports/tennis/roland-garros-2027/roland-garros-package-hospitality.jpg","not-found","","","","","","","","","The image is a Roland-Garros hospitality restaurant hall, used here as a generic dining stand-in on a non-tennis page. The client-library Roland-Garros hospitality photos show a different space (Club des Loges terraces), and a Paris venue would misrepresent local dining anyway. Recommend a city-specific restaurant image instead."
"/team-travel","card","replace","/assets/img/sports/index/sports-card-team-travel.jpg","not-found","","","","","","","","","A squad training session at an unidentified club ground. It cannot be matched to a source, and there is no client-library team-training image."
