page,type,slot,old_or_subject,status,new_file,width,height,alt,credit,licence,source_url,image_url,note
"/formula-one/british-grand-prix","hotel","#le-manoir-aux-quat-saisons-a-belmond-hotel","Le Manoir aux Quat'Saisons, A Belmond Hotel","sourced","/assets/img/sourced/british-grand-prix/le-manoir-aux-quat-saisons-01.jpg","1600","1200","Le Manoir aux Quat'Saisons, the gabled Cotswold-stone manor house seen along a stone path through its gardens, Great Milton","Marika Reinholds","CC BY-SA 2.0","https://commons.wikimedia.org/wiki/File:Hotel_and_restaurant_Belmond_Le_Manoir_Aux_Quat%27Saisons,_Great_Milton_-_geograph.org.uk_-_6736474.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0d/Hotel_and_restaurant_Belmond_Le_Manoir_Aux_Quat%27Saisons%2C_Great_Milton_-_geograph.org.uk_-_6736474.jpg","File 1: Wikimedia Commons (geograph), source 3003px. File 2: Deluxe room 'Botticelli' with canopy bed from Belmond's own site (source ~5900px) — Belmond does not label any image 'Garden Room'; rights: permission required from Belmond. Belmond's own exterior shot (mqs-ext55) is also available at 5917px if a permissioned hero is preferred."
"/formula-one/british-grand-prix","hotel","#le-manoir-aux-quat-saisons-a-belmond-hotel","Le Manoir aux Quat'Saisons, A Belmond Hotel","sourced","/assets/img/sourced/british-grand-prix/le-manoir-aux-quat-saisons-02.jpg","","","Deluxe bedroom with a canopy bed at Le Manoir aux Quat'Saisons, Oxfordshire","Belmond","press image — permission required","https://www.belmond.com/en/hotels/europe/uk/le-manoir-aux-quat-saisons-oxfordshire/accommodation","https://img.belmond.com/photos/mqs/mqs-acc-room-deluxe-botticelli03.jpg","second gallery image for the same card"
"/formula-one/british-grand-prix","things-to-do","au-t","Blenheim Palace and Woodstock","sourced","/assets/img/sourced/british-grand-prix/blenheim-palace-01.jpg","1600","824","Blenheim Palace seen across the lake in the parkland at Woodstock, Oxfordshire","Blenheim Palace","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Blenheim_Palace_2014.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d4/Blenheim_Palace_2014.jpg","Uploaded to Commons by Blenheim Palace itself under CC BY-SA 4.0 (7044px panoramic source)."
"/formula-one/british-grand-prix","things-to-do","au-t","Bicester Village for the internationally-minded","sourced","/assets/img/sourced/british-grand-prix/bicester-village-01.jpg","1600","1200","Shoppers on the paved main street at Bicester Village, lined with clapboard-style boutique fronts","Des Blenkinsopp","CC BY-SA 2.0","https://commons.wikimedia.org/wiki/File:Bicester_Village_-_geograph.org.uk_-_1828514.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5d/Bicester_Village_-_geograph.org.uk_-_1828514.jpg","Source 2048px (geograph, 2010)."
"/formula-one/british-grand-prix","things-to-do","au-t","Oxford colleges afternoon","sourced","/assets/img/sourced/british-grand-prix/oxford-colleges-01.jpg","1600","900","The chapel and hall of Pembroke College, Oxford, across a striped lawn under a blue sky","Godot13","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:UK-2014-Oxford-Pembroke_College_04.jpg","https://upload.wikimedia.org/wikipedia/commons/b/bc/UK-2014-Oxford-Pembroke_College_04.jpg","Pembroke College Chapel Quad (source 8001px)."
"/formula-one/azerbaijan-grand-prix","hotel","#jw-marriott-absheron-baku","JW Marriott Absheron Baku","sourced","/assets/img/sourced/azerbaijan-grand-prix/jw-marriott-absheron-baku-01.jpg","1600","1067","JW Marriott Absheron Baku tower at dusk, with the Flame Towers and the Port Baku arch behind","JW Marriott Absheron Baku / Marriott International","press image — permission required","https://www.marriott.com/en-us/hotels/gydjw-jw-marriott-absheron-baku/photos/","https://cache.marriott.com/is/image/marriotts7prod/jw-gydjw-exterior-13282","Official Marriott gallery images (native 8688px). Second file: Deluxe King room with city view. Rights: hotel/Marriott imagery — obtain permission via the hotel or Marriott media before publishing."
"/formula-one/azerbaijan-grand-prix","hotel","#jw-marriott-absheron-baku","JW Marriott Absheron Baku","sourced","/assets/img/sourced/azerbaijan-grand-prix/jw-marriott-absheron-baku-02.jpg","","","Deluxe King room with a city view at JW Marriott Absheron Baku","JW Marriott Absheron Baku / Marriott International","press image — permission required","https://www.marriott.com/en-us/hotels/gydjw-jw-marriott-absheron-baku/photos/","https://cache.marriott.com/is/image/marriotts7prod/jw-gydjw-deluxe-city-view-25849","second gallery image for the same card"
"/formula-one/azerbaijan-grand-prix","hotel","#courtyard-baku","Courtyard Baku","sourced","/assets/img/sourced/azerbaijan-grand-prix/courtyard-baku-01.jpg","1600","1000","Superior King room at Courtyard Baku with a king bed, desk and balcony doors","Courtyard Baku / Marriott International","press image — permission required","https://www.marriott.com/en-us/hotels/gydcy-courtyard-baku/photos/","https://cache.marriott.com/is/image/marriotts7prod/cy-gydcy-superior-room-12544","Bedroom only (Marriott labels it Superior Room, 1 King; the card quotes a Deluxe City View Room, which Marriott does not photograph separately). Marriott's only 'exterior' image shows a domed historic building on the seafront boulevard, which does not match the hotel's address (Fuzuli/Topchubashov streets) — rejected. Rights: Marriott imagery, permission required."
"/formula-one/azerbaijan-grand-prix","things-to-do","au-t","Icheri Sheher (UNESCO old city)","sourced","/assets/img/sourced/azerbaijan-grand-prix/icheri-sheher-01.jpg","1600","1119","A lamplit cobbled lane in Icheri Sheher, Baku's walled old city, at night","lumoplank","CC0","https://commons.wikimedia.org/wiki/File:Old_City,_Baku-_Part_III_-_OldCityBaku8324.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e7/Old_City%2C_Baku-_Part_III_-_OldCityBaku8324.jpg","CC0. No sharp, unobstructed Maiden Tower photo found; this shows the old city's lanes."
"/formula-one/azerbaijan-grand-prix","things-to-do","au-t","Day trip","sourced","/assets/img/sourced/azerbaijan-grand-prix/gobustan-mud-volcanoes-01.jpg","1600","1067","A bubbling cone of grey mud at the Gobustan mud volcanoes, Azerbaijan","Bernard Gagnon","CC BY 4.0","https://commons.wikimedia.org/wiki/File:Gobustan_mud_volcanoes_03.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5f/Gobustan_mud_volcanoes_03.jpg","Mud volcanoes only; Commons petroglyph photos were small and flat-lit."
"/formula-one/portuguese-grand-prix","hotel","#tivoli-marina-vilamoura","Tivoli Marina Vilamoura","sourced","/assets/img/sourced/portuguese-grand-prix/tivoli-marina-vilamoura-01.jpg","1600","833","Aerial view of the Tivoli Marina Vilamoura tower between Vilamoura marina and the beach, Algarve","Tivoli Marina Vilamoura / Minor Hotels","press image — permission required","https://www.tivolihotels.com/en/tivoli-marina-vilamoura","https://www.tivolihotels.com/~/media/minor/tivoli/images/hotels/tmvi/overview/topimage1920x1000/tivoli_marina_vilamoura_top_image_1_1920x1000.jpg","Official Tivoli website images (source 1920px). Second file: twin room with balcony overlooking the marina (Tivoli labels it Premium Purobeach Marina View; the Superior Marina View photos on the site are only 950px wide). Rights: permission required from Tivoli / Minor Hotels."
"/formula-one/portuguese-grand-prix","hotel","#tivoli-marina-vilamoura","Tivoli Marina Vilamoura","sourced","/assets/img/sourced/portuguese-grand-prix/tivoli-marina-vilamoura-02.jpg","","","Twin room with a balcony overlooking the marina at Tivoli Marina Vilamoura","Tivoli Marina Vilamoura / Minor Hotels","press image — permission required","https://www.tivolihotels.com/en/tivoli-marina-vilamoura/gallery","https://assets.tivolihotels.com/image/upload/media/minor/tivoli/images/hotels/tmvi/gallery/galleryimage1920x1280/rooms/tivoli_marina_vilamoura_algarve_resort_guest_room_premium_purobeach_marina_view_1.jpg","second gallery image for the same card"
"/formula-one/portuguese-grand-prix","hotel","#anantara-vilamoura","Anantara Vilamoura","not-found","","","","","","","","","IMPORTANT — card is out of date: Anantara Vilamoura left the Anantara brand. Accor took over management on 30 April 2025 and it now trades as 'Victoria Golf Resort & Spa, Managed by Accor', to be rebranded Fairmont after renovation (Sul Informação, May 2025; anantara.com pages for the property now redirect to 'all destinations'). No images sourced until the card is updated to the property's current name."
"/formula-one/portuguese-grand-prix","things-to-do","au-t","Sagres and Cabo de São Vicente","sourced","/assets/img/sourced/portuguese-grand-prix/cabo-de-sao-vicente-01.jpg","1600","1067","Cabo de São Vicente lighthouse and fortress on sheer cliffs above the Atlantic, near Sagres","Matthias Süßen","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Cabo-Sao-Vicente-2025-09-msu--0829.jpg","https://upload.wikimedia.org/wikipedia/commons/c/ce/Cabo-Sao-Vicente-2025-09-msu--0829.jpg","Daytime (September 2025), not sunset."
"/formula-one/portuguese-grand-prix","things-to-do","au-t","Portimão old town sardinhas and Ferragudo village dinner","sourced","/assets/img/sourced/portuguese-grand-prix/ferragudo-01.jpg","1600","1067","Ferragudo's whitewashed village and hilltop church seen from the Arade river","Joseolgon","CC BY 4.0","https://commons.wikimedia.org/wiki/File:Rio_Arade_Em_Ferragudo_-_Portim%C3%A3o_06.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ee/Rio_Arade_Em_Ferragudo_-_Portim%C3%A3o_06.jpg","Ferragudo only; no licensed photo of Portimão sardine grills found."
"/formula-one/sao-paulo-grand-prix","hotel","#tivoli-mofarrej-sao-paulo","Tivoli Mofarrej São Paulo","sourced","/assets/img/sourced/sao-paulo-grand-prix/tivoli-mofarrej-sao-paulo-01.jpg","1600","1067","King guest room at Tivoli Mofarrej São Paulo with a wide bed, bedside lamps and sheer-curtained windows","Tivoli Mofarrej São Paulo / Minor Hotels","press image — permission required","https://www.tivolihotels.com/en/tivoli-mofarrej-sao-paulo/gallery","https://assets.tivolihotels.com/image/upload/media/minor/tivoli/images/hotels/tspm/gallery/galleryimage1920x1280/rooms/tspm_collection2_1920x1280.jpg","Bedroom only, from the hotel's official gallery (1920px source; Tivoli does not name the room category — file is 'collection2'). No exterior found: nothing on the Tivoli site and nothing usable on Wikimedia Commons. Rights: permission required from Tivoli / Minor Hotels."
"/formula-one/sao-paulo-grand-prix","hotel","#hotel-unique","Hotel Unique","sourced","/assets/img/sourced/sao-paulo-grand-prix/hotel-unique-01.jpg","1600","901","Hotel Unique in São Paulo, Ruy Ohtake's upturned-arc building clad in green copper with porthole windows","Mauro Cateb","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Hotel_Unique_in_S%C3%A3o_Paulo.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d2/Hotel_Unique_in_S%C3%A3o_Paulo.jpg","Exterior only. The hotel's own site serves Deluxe room photos at just 1000px wide, below the 1400px minimum, so no bedroom image."
"/formula-one/sao-paulo-grand-prix","things-to-do","au-t","Beco do Batman street art and Vila Madalena bars","sourced","/assets/img/sourced/sao-paulo-grand-prix/beco-do-batman-01.jpg","1600","900","Brightly painted murals and market stalls in Beco do Batman, Vila Madalena, São Paulo","Agent010","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Beco_do_Batman.png","https://upload.wikimedia.org/wikipedia/commons/e/e0/Beco_do_Batman.png","Source is a 1920x1080 PNG. Beco do Batman only; no usable Vila Madalena bar photo found."
"/formula-one/sao-paulo-grand-prix","things-to-do","au-t","Ibirapuera Park and MASP on Paulista","sourced","/assets/img/sourced/sao-paulo-grand-prix/ibirapuera-masp-01.jpg","1600","1038","The red-framed MASP museum building raised over its open plaza on Avenida Paulista, São Paulo","Marcos Elias de Oliveira Júnior","CC0","https://commons.wikimedia.org/wiki/File:Museu_de_Arte_de_S%C3%A3o_Paulo_(MASP),_S%C3%A3o_Paulo_(SP).jpg","https://upload.wikimedia.org/wikipedia/commons/1/1a/Museu_de_Arte_de_S%C3%A3o_Paulo_%28MASP%29%2C_S%C3%A3o_Paulo_%28SP%29.jpg","File 1 MASP (CC0, 7687px); file 2 fountain on the lake in Ibirapuera Park (CC BY 3.0, Sérgio Valle Duarte)."
"/formula-one/sao-paulo-grand-prix","things-to-do","au-t","Ibirapuera Park and MASP on Paulista","sourced","/assets/img/sourced/sao-paulo-grand-prix/ibirapuera-masp-02.jpg","","","Fountain on the lake in Ibirapuera Park, São Paulo","Sérgio Valle Duarte","CC BY 3.0","https://commons.wikimedia.org/wiki/File:1_Fountains_Ibirapuera_Park.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7f/1_Fountains_Ibirapuera_Park.jpg","spare image saved in the repo, not placed (card shows one image)"
"/sports-travel/other-sports/darts","things-to-do","au-t","New Year's Eve","sourced","/assets/img/sourced/darts/new-years-eve-01.jpg","1600","1733","New Year's Eve fireworks bursting over the Thames beside the London Eye","Tony Hisgett from Birmingham, UK","CC BY 2.0","https://commons.wikimedia.org/wiki/File:London_New_Year_Fireworks_4_(23838016940).jpg","https://upload.wikimedia.org/wikipedia/commons/8/84/London_New_Year_Fireworks_4_%2823838016940%29.jpg","Taken at midnight on 1 Jan 2016 across from the London Eye. Near-square (1600x1733)."
"/sports-travel/other-sports/darts","things-to-do","au-t","The view from Ally Pally","sourced","/assets/img/sourced/darts/ally-pally-view-01.jpg","1600","1064","View south from Alexandra Palace over north London's rooftops and trees to the City skyline","Jim Osley","CC BY-SA 2.0","https://commons.wikimedia.org/wiki/File:View_of_the_City_of_London_from_Alexandra_Palace_-_geograph.org.uk_-_2457228.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a0/View_of_the_City_of_London_from_Alexandra_Palace_-_geograph.org.uk_-_2457228.jpg","Source 3008px (geograph, 2011) — skyline has changed a little since."
"/sports-travel/other-sports/darts","package","pk-name","Darts Hospitality","not-found","","","","","","","","","No licensed image of PDC World Championship hospitality at Alexandra Palace. Official PDC/Alexandra Palace hospitality imagery would need permission."
"/sports-travel/other-sports/darts","package","pk-name","Group Tables","sourced","/assets/img/sourced/darts/group-tables-01.jpg","1600","1250","Fans in fancy dress at tables in front of the stage at the PDC World Darts Championship, Alexandra Palace","TWsk","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:PDC_World_Darts_Championship_2016.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f7/PDC_World_Darts_Championship_2016.jpg","Evening session, 26 Dec 2015 (CC BY-SA 4.0, TWsk; source 2448px). Shows the table seating on the floor at Ally Pally; sponsor branding (William Hill) is from 2015."
"/formula-one/dutch-grand-prix","things-to-do","au-t","Canal-side Amsterdam","sourced","/assets/img/sourced/dutch-grand-prix/amsterdam-canals-01.jpg","1600","1066","Gabled canal houses along the Damrak waterfront in Amsterdam at golden hour","Basile Morin","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Colorful_canal_houses_at_golden_hour_in_Damrak_avenue_Amsterdam_the_Netherlands.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ef/Colorful_canal_houses_at_golden_hour_in_Damrak_avenue_Amsterdam_the_Netherlands.jpg","Followed the subject (Canal-side Amsterdam); the input 'need' field repeats the Zandvoort beach-club text, which looks like a copy error. Damrak, not the Jordaan."
"/formula-one/dutch-grand-prix","things-to-do","au-t","Beach clubs on Zandvoort's sand","sourced","/assets/img/sourced/dutch-grand-prix/zandvoort-beach-clubs-01.jpg","1600","900","Beach Club Tien's pavilion and terrace on the sand at Zandvoort, with the North Sea beyond","fotogoocom","CC BY 3.0","https://commons.wikimedia.org/wiki/File:Zandvoort,_Beach_Club_Tien_-_panoramio.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b1/Zandvoort%2C_Beach_Club_Tien_-_panoramio.jpg","Panoramio upload (2015), source 5312px."
"/formula-one/dutch-grand-prix","things-to-do","au-t","Haarlem's old town","sourced","/assets/img/sourced/dutch-grand-prix/haarlem-old-town-01.jpg","1600","1243","Haarlem's Grote Markt with the Gothic Grote Kerk (St Bavo) under a bright sky","Fryslan0109 at English Wikipedia","Public domain","https://commons.wikimedia.org/wiki/File:HaarlemGroteMarkt1.JPG","https://upload.wikimedia.org/wikipedia/commons/1/19/HaarlemGroteMarkt1.JPG","Public domain; source 2193px."
"/formula-one/singapore-grand-prix","hotel","#the-ritz-carlton-millenia","The Ritz-Carlton, Millenia","sourced","/assets/img/sourced/singapore-grand-prix/the-ritz-carlton-millenia-01.jpg","1600","1067","The Ritz-Carlton, Millenia Singapore tower at dusk, with the Singapore Flyer and Marina Bay Sands beside it","The Ritz-Carlton, Millenia Singapore / Marriott International","press image — permission required","https://www.ritzcarlton.com/en/hotels/sinrz-the-ritz-carlton-millenia-singapore/photos/","https://cache.marriott.com/is/image/marriotts7prod/rz-sinrz-centrally-located-26993","Official Ritz-Carlton gallery (native 5271px). Second file: Deluxe room with Marina Bay view (panoramic 1600x712, native 6900px wide). Rights: permission required from the hotel / Marriott."
"/formula-one/singapore-grand-prix","hotel","#the-ritz-carlton-millenia","The Ritz-Carlton, Millenia","sourced","/assets/img/sourced/singapore-grand-prix/the-ritz-carlton-millenia-02.jpg","","","Deluxe room with a view over Marina Bay at The Ritz-Carlton, Millenia Singapore","The Ritz-Carlton, Millenia Singapore / Marriott International","press image — permission required","https://www.ritzcarlton.com/en/hotels/sinrz-the-ritz-carlton-millenia-singapore/photos/","https://cache.marriott.com/is/image/marriotts7prod/sinrz-deluxe-0025","second gallery image for the same card"
"/formula-one/singapore-grand-prix","things-to-do","au-t","Gardens by the Bay light show and Marina Bay Sands SkyPark","sourced","/assets/img/sourced/singapore-grand-prix/gardens-by-the-bay-skypark-01.jpg","1600","1068","Supertrees in Gardens by the Bay lit blue and purple at night, with Marina Bay Sands behind","Jakub Hałun","CC BY 4.0","https://commons.wikimedia.org/wiki/File:Gardens_by_the_Bay_at_night,_Singapore,_20240121_2051_2883.jpg","https://upload.wikimedia.org/wikipedia/commons/3/35/Gardens_by_the_Bay_at_night%2C_Singapore%2C_20240121_2051_2883.jpg","File 1 Gardens by the Bay at night (CC BY 4.0, Jakub Hałun, 6016px). File 2 is the Marina Bay Sands SkyPark infinity pool (CC BY-SA 4.0, Ank Kumar) — the pool is for hotel guests only and shows identifiable bathers; use file 1 alone if preferred."
"/formula-one/singapore-grand-prix","things-to-do","au-t","Gardens by the Bay light show and Marina Bay Sands SkyPark","sourced","/assets/img/sourced/singapore-grand-prix/gardens-by-the-bay-skypark-02.jpg","","","The infinity pool on the Marina Bay Sands SkyPark, Singapore","Ank Kumar","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Infinity_Pool_at_Marina_Bay_Sands_SkyPark_Singapore_Ank_Kumar_Infosys_Limited_07.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a3/Infinity_Pool_at_Marina_Bay_Sands_SkyPark_Singapore_Ank_Kumar_Infosys_Limited_07.jpg","spare image saved in the repo, not placed (card shows one image)"
"/formula-one/singapore-grand-prix","things-to-do","au-t","After-parties","sourced","/assets/img/sourced/singapore-grand-prix/after-parties-01.jpg","1600","627","Night view over Marina Bay and the Singapore skyline from the CÉ LA VI club terrace atop Marina Bay Sands","Stefan Fussan","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Singapore_View_from_CE_LA_VI_Club.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5f/Singapore_View_from_CE_LA_VI_Club.jpg","Shows the view from CÉ LA VI rather than the club interior (panoramic source 9670x3788; saved 1600x627). No licensed Amber Lounge image found."
"/sports-travel/football/euro-2028","hotel","#london","London","sourced","/assets/img/sourced/euro-2028/london-mayfair-st-james-01.jpg","1600","1046","Shopfronts under the glass roof of Burlington Arcade, Mayfair, London","Anthony O'Neil","CC BY-SA 2.0","https://commons.wikimedia.org/wiki/File:In_Burlington_Arcade_-_geograph.org.uk_-_4124335.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a8/In_Burlington_Arcade_-_geograph.org.uk_-_4124335.jpg","The card names an area, not a hotel, so this shows the area. Replace with the property's own photos if a hotel is named."
"/sports-travel/football/euro-2028","hotel","#cardiff","Cardiff","sourced","/assets/img/sourced/euro-2028/cardiff-01.jpg","1600","836","Cardiff Bay waterfront with the red-brick Pierhead Building, the Wales Millennium Centre and the Senedd","Richard Szwejkowski","CC BY-SA 2.0","https://commons.wikimedia.org/wiki/File:Cardiff_Bay,_Pierhead,_Millennium_Centre,_Senedd.jpg","https://upload.wikimedia.org/wikipedia/commons/3/3d/Cardiff_Bay%2C_Pierhead%2C_Millennium_Centre%2C_Senedd.jpg","The card names an area, not a hotel, so this shows the area. Replace with the property's own photos if a hotel is named."
"/sports-travel/football/euro-2028","hotel","#dublin","Dublin","sourced","/assets/img/sourced/euro-2028/dublin-01.jpg","1600","1068","Ivy-covered Georgian terrace houses with fanlit doorways on Merrion Square, Dublin","Pastor Sam","CC BY 3.0","https://commons.wikimedia.org/wiki/File:Georgian_Dublin._Merrion_Square_-_panoramio.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c8/Georgian_Dublin._Merrion_Square_-_panoramio.jpg","The card names an area, not a hotel, so this shows the area. Replace with the property's own photos if a hotel is named."
"/sports-travel/other-sports/ufc","things-to-do","au-t","Fight-week events","not-found","","","","","","","","","Only candidate: US Army public-domain photos of the 'UFC Freedom 250' ceremonial weigh-in (June 2026, a one-off White House event with Marines on stage) — not representative of a normal fight week, so not used. No licensed open-workout or regular weigh-in photos found."
"/sports-travel/other-sports/ufc","things-to-do","au-t","The Sphere","sourced","/assets/img/sourced/ufc/the-sphere-01.jpg","1600","1067","The Sphere glowing blue at night among the Las Vegas lights, seen from the STRAT tower","Julian Lupyan","CC0","https://commons.wikimedia.org/wiki/File:The_Sphere_as_viewed_from_the_STRAT_Tower.jpg","https://upload.wikimedia.org/wikipedia/commons/7/76/The_Sphere_as_viewed_from_the_STRAT_Tower.jpg","CC0 (Julian Lupyan). The exterior display shows a whale graphic."
"/sports-travel/other-sports/ufc","package","pk-name","UFC Hospitality","not-found","","","","","","","","","No licensed image of UFC hospitality. Official UFC/venue imagery (e.g. T-Mobile Arena suites) would need permission."
"/formula-one/australian-grand-prix","hotel","#w-melbourne","W Melbourne","sourced","/assets/img/sourced/australian-grand-prix/w-melbourne-01.jpg","1600","1200","The illuminated street entrance of W Melbourne at night, with the neon W sign and stained-glass-style panels","W Melbourne / Marriott International","press image — permission required","https://www.marriott.com/en-us/hotels/melwh-w-melbourne/photos/","https://cache.marriott.com/is/image/marriotts7prod/melwh-exterior-night-2014","Official Marriott gallery images (native 5280-8099px). Second file is a guest room: Marriott labels it 'Cozy Balcony Room'; no image labelled 'Wonderful Room' is published. Entrance-at-night shot is the only exterior Marriott publishes. Rights: permission required from W Melbourne / Marriott."
"/formula-one/australian-grand-prix","hotel","#w-melbourne","W Melbourne","sourced","/assets/img/sourced/australian-grand-prix/w-melbourne-02.jpg","","","Guest room with a balcony at W Melbourne","W Melbourne / Marriott International","press image — permission required","https://www.marriott.com/en-us/hotels/melwh-w-melbourne/photos/","https://cache.marriott.com/is/image/marriotts7prod/wh-melwh-cozy-cool-balcony-room-34868","second gallery image for the same card"
"/formula-one/australian-grand-prix","things-to-do","au-t","Yarra Valley wineries afternoon","sourced","/assets/img/sourced/australian-grand-prix/yarra-valley-01.jpg","1600","1184","Rows of vines at Rochford Wines in the Yarra Valley, Victoria, with blue ranges on the horizon","MusikAnimal","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Rochford_Wines_vineyard_in_Yarra_Valley_Australia.jpg","https://upload.wikimedia.org/wikipedia/commons/9/92/Rochford_Wines_vineyard_in_Yarra_Valley_Australia.jpg","Colours are strong (possibly edited) but a genuine Yarra Valley vineyard."
"/formula-one/hungarian-grand-prix","things-to-do","au-t","Széchenyi baths morning","sourced","/assets/img/sourced/hungarian-grand-prix/szechenyi-baths-01.jpg","1600","1067","Steam rising from the outdoor pool at Széchenyi Baths, Budapest, framed by the yellow neo-baroque bath halls","Slyronit","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Sz%C3%A9chenyi_thermal_bath,_Budapest.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e7/Sz%C3%A9chenyi_thermal_bath%2C_Budapest.jpg","Széchenyi only; no Gellért image sourced. Bathers in swimwear in the foreground."
"/formula-one/hungarian-grand-prix","things-to-do","au-t","Fisherman's Bastion and Buda Castle at golden hour","sourced","/assets/img/sourced/hungarian-grand-prix/fishermans-bastion-buda-castle-01.jpg","1600","901","Fisherman's Bastion and the spire of Matthias Church on Castle Hill, Budapest, in evening light","VillageHero from Ulm, Germany","CC BY-SA 2.0","https://commons.wikimedia.org/wiki/File:Fisherman%27s_Bastion_and_Matthias_Church_(17546583370).jpg","https://upload.wikimedia.org/wikipedia/commons/b/bb/Fisherman%27s_Bastion_and_Matthias_Church_%2817546583370%29.jpg","File 1 Fisherman's Bastion and Matthias Church from below (CC BY-SA 2.0). File 2 Buda Castle floodlit at dusk above the Chain Bridge and the Danube (CC BY 2.0, Jorge Franganillo, 2310px). Rejected a Commons shot labelled 'Matthiaskirche mit Fischerbastei' — it is a miniature-park model."
"/formula-one/hungarian-grand-prix","things-to-do","au-t","Fisherman's Bastion and Buda Castle at golden hour","sourced","/assets/img/sourced/hungarian-grand-prix/fishermans-bastion-buda-castle-02.jpg","","","Buda Castle floodlit at dusk above the Chain Bridge and the Danube, Budapest","Jorge Franganillo from Barcelona, Spain","CC BY 2.0","https://commons.wikimedia.org/wiki/File:Budapest_at_dusk_(31391347911).jpg","https://upload.wikimedia.org/wikipedia/commons/d/d5/Budapest_at_dusk_%2831391347911%29.jpg","spare image saved in the repo, not placed (card shows one image)"
"/formula-one/las-vegas-grand-prix","things-to-do","au-t","Day escape","sourced","/assets/img/sourced/las-vegas-grand-prix/grand-canyon-helicopter-01.jpg","1600","2133","The Colorado River winding through the Grand Canyon, seen from a helicopter","JeremyKalfus","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Grand_Canyon_by_Helicopter.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a6/Grand_Canyon_by_Helicopter.jpg","Aerial view taken from a helicopter (portrait 1600x2133); the sky appears colour-graded. No licensed image of a champagne landing on the canyon floor. Rejected an NPS photo of a search-and-rescue helicopter and airfield shots of tour helicopters."
"/formula-one/las-vegas-grand-prix","things-to-do","au-t","After-parties","sourced","/assets/img/sourced/las-vegas-grand-prix/after-parties-01.jpg","1600","1200","Clubbers beneath the huge illuminated chandelier rig inside Omnia nightclub, Caesars Palace, Las Vegas","InvadingInvader","CC BY 4.0","https://commons.wikimedia.org/wiki/File:Omnia_Las_Vegas_2025_-_3.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d5/Omnia_Las_Vegas_2025_-_3.jpg","Omnia only (CC BY 4.0, 2025). Commons has no usable XS or Zouk interiors."
"/sports-travel/football/premier-league-wembley-hospitality","hotel","#manchester","Manchester","sourced","/assets/img/sourced/premier-league-wembley-hospitality/manchester-01.jpg","1600","1067","Glass office towers of Spinningfields, Manchester, lit up at dusk","Matt Harrop","CC BY-SA 2.0","https://commons.wikimedia.org/wiki/File:Manchester_Civil_Justice_Centre,_Left_Bank,_Spinningfields_-_geograph.org.uk_-_5621345.jpg","https://upload.wikimedia.org/wikipedia/commons/1/13/Manchester_Civil_Justice_Centre%2C_Left_Bank%2C_Spinningfields_-_geograph.org.uk_-_5621345.jpg","The card names an area, not a hotel, so this shows the area. Replace with the property's own photos if a hotel is named. File 2: St Peter's Square with trams and the Central Library colonnade (CC0)."
"/sports-travel/football/premier-league-wembley-hospitality","hotel","#manchester","Manchester","sourced","/assets/img/sourced/premier-league-wembley-hospitality/manchester-02.jpg","","","St Peter's Square in Manchester with trams and trees in leaf","Ridiculopathy","CC0","https://commons.wikimedia.org/wiki/File:Paulownia_trees_in_leaf_at_St_Peter%27s_Square,_Manchester_01.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4a/Paulownia_trees_in_leaf_at_St_Peter%27s_Square%2C_Manchester_01.jpg","second gallery image for the same card"
