page,area,issue,change,needs_client_approval,notes
"vietnam.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"villas.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"wimbledon-2027.html","accessibility","The site-search input (.vxs-in) sets outline:none and had no other focus style, so keyboard focus was invisible","Added "".vxs-in:focus-visible{outline:2px solid var(--gold);outline-offset:-3px}""","no","WCAG 2.4.7. CSS is inline per page, so applied per file."
"malaysian-grand-prix-2026.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"maldives.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"mauritius.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"mexico-city-grand-prix-2026.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"mexico.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"miami-grand-prix-2027.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"monaco-grand-prix-2027.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"montenegro.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"new-england.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"new-york.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"nordics.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"phoenix-open-2027.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"portugal.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"portuguese-grand-prix-2027.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"premier-league-wembley-hospitality.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"qatar-grand-prix-2026.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"roland-garros-2027.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"rugby-world-cup-2027.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"ryder-cup-2027.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"sao-paulo-grand-prix-2026.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"saudi-arabian-grand-prix-2027.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"seychelles.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"singapore-grand-prix-2026.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"six-nations.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"south-africa.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"spain.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"spanish-grand-prix-2026.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"sri-lanka.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"st-lucia.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"thailand.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"the-ashes-2027.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"the-open-2027.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"turkey.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"turkish-grand-prix-2027.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"us-masters-2027.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"us-open-2027.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"vietnam.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"wimbledon-2027.html","accessibility","The hotel photo gallery (.htg) is tabindex=""0"" but sets outline:none, so keyboard focus was invisible","Added "".htg:focus-visible{outline:2px solid var(--gold);outline-offset:-2px}""","no","WCAG 2.4.7."
"malaysian-grand-prix-2026.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"mexico-city-grand-prix-2026.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"miami-grand-prix-2027.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"middle-east.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"mlb.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"monaco-grand-prix-2027.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"nba.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"nfl.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"nhl.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"north-america.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"other-sports.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"phoenix-open-2027.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"portuguese-grand-prix-2027.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"premier-league-wembley-hospitality.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"qatar-grand-prix-2026.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"roland-garros-2027.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"rugby-world-cup-2027.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"rugby.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"ryder-cup-2027.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"sao-paulo-grand-prix-2026.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"saudi-arabian-grand-prix-2027.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"singapore-grand-prix-2026.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"six-nations.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"spanish-grand-prix-2026.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"tennis.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"the-ashes-2027.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"the-open-2027.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"turkish-grand-prix-2027.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"ufc.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"us-masters-2027.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"us-open-2027.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"us-sports.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"villas.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"wimbledon-2027.html","accessibility","The hero carousel timer restarted itself inside goSlide(), so the prefers-reduced-motion clearInterval() at the end of the script was undone the first time anything called it","restart() now checks prefers-reduced-motion before setting the interval","no",""
"luxury-travel.html","accessibility","Seven-slide hero carousel auto-advanced every 6.5s with no way to stop it (WCAG 2.2.2), and reduced motion did not reliably stop the timer","Added the pause/resume button already used on index.html and sports-travel.html (aria-label toggles, aria-pressed maintained) plus its CSS, and made restart() respect both the pause state and prefers-reduced-motion","no","sports-travel.html already had this control."
"luxury-travel.html","content dependency","Vedere Founders Club section states earn rates (1, 1.5 and 2 points per GBP), redemption value (100 points = GBP 1) and lifetime-point tier thresholds, but no expiry, redemption mechanics, cancellation treatment or referral terms","No change - the stated terms are internally consistent","yes","Client to supply the full scheme terms. The page currently says ""Your specialist confirms the full membership terms in writing before you book."""
"(site-wide)","content dependency","No privacy policy or privacy information page exists anywhere in the site, so the new enquiry-form privacy wording could not be linked to one","No change","yes","Client/legal to supply a privacy page; the form note should then link to it."
"(site-wide)","content dependency","31 of my 53 pages have an enquiry form with no privacy statement at all beside it","No change - only the inaccurate claim was replaced","yes","Recommend adding the approved privacy sentence to every enquiry form once legal signs it off."
"contact.html","observation","Duplicated wording on the telephone field label: ""Telephone (optional)"" followed by the ""optional"" tag - the only instance site-wide","No change - contact.html is outside my assigned page set","no","For the agent covering the a-l pages."
"sports-travel.html","observation","H1 is identical to index.html (""Your luxury sports travel specialists"") and the two pages are near-identical","No change - titles, meta descriptions and canonicals are already distinct and accurate","no","Duplicate-content risk flagged for the client to decide."
"mexico-city-grand-prix-2026.html","observation","A boxing-arena photograph (other-sports-band-01.jpg) is used in the about section of an F1 page","No change to the image; the alt is honest and asserts no false subject","no","Image placement for the image team."
"ryder-cup-2027.html","observation","A photograph of a cruise ship moored at Tallinn, Estonia is used on an Ireland golf page","No change - the alt matches the image library and is accurate","no","Image placement for the image team."
"(site-wide)","observation","assets/img/sports/football/premier-league-wembley-hospitality/domestic-section-club-seats.jpg sits in the football folder but shows an American venue","No change - the alts on mlb.html and the-ashes-2027.html are generic and accurate","no","Filing location is misleading for future reuse."
"(my 53 pages)","seo","Checked every page for a single H1, a unique title (~60 chars) and a unique meta description (~160 chars)","No changes needed - all 53 pass; all BreadcrumbList, Product, SportsEvent and FAQPage JSON-LD parses and matches the visible dates, prices and archive labelling set by the dates pass","no","Also confirmed there are no FAQ rich-result promises in copy or comments, and every schema image path resolves to a real file."
"(my 53 pages)","accessibility","Audited every button, link, form field, select and textarea for an accessible name","No changes needed - no unnamed controls found","no","Carousel dots, gallery prev/next, burger, close and search are all already labelled."
"(my 53 pages)","performance","Checked loading and intrinsic dimensions on all 1,148 images","No changes needed - every image has width and height; the only non-lazy images are hero/first-slide images, the two trust badges and the brand wordmark","no","Heroes use <picture> with WebP and were left as they are."
