page,card_id,hotel,shown_now,unit,basis_line,status,low_gbp,high_gbp,room,board,taxes,low_basis,high_basis,samples,fx,checked,note
"/luxury-travel/europe/greece","ikos-dassia","Ikos Dassia","£350–£660","per night","Varies by season · Superior Double Room, Inland View · all inclusive","range","350","660","Superior Double Room, Inland View","all inclusive","included (Google ""nightly price with taxes + fees"")","2026-10-26/30 — GBP 354 via Official site","2027-08-07/14 — GBP 652 via Vio.com (Standard Room)","2026-10-26/30: GBP 354 (https://www.google.com/travel/search?q=Ikos%20Dassia%20hotel%20Corfu&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjqDxAKGBoSBwjqDxAKGB4YATICEAAqBwoFOgNHQlA) | 2027-08-07/14: GBP 652 (https://www.google.com/travel/search?q=Ikos%20Dassia%20hotel%20Corfu&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAIGAcSBwjrDxAIGA4YATICEAAqBwoFOgNHQlA)","Google Hotels prices were fetched directly in GBP (gl=GB, currency GBP); other currencies converted at 1 GBP = USD 1.3345 / EUR 1.1656 / ISK 161.3 / SEK 13.12 (open.er-api.com, 23 Sep 2026)","2026-09-23","Google Hotels metasearch, server-rendered page fetched with explicit check-in/check-out dates encoded in the URL (ts parameter); price = lowest nightly rate shown ""with taxes + fees"" across booking sites or the hotel's own site, 2 adults. Google substitutes other dates when it has no price for the requested ones, so only samples whose returned dates matched a real search are listed. Room names are only shown for OTA rows, so the entry category is inferred from the cheapest named row. Ikos sells all-inclusive only. Ikos applies minimum stays: Google returned nothing for 1-night 2027 searches; the August 2027 price is for a 7-night stay and the late-October 2026 price for a 4-night stay. Season roughly late April – early November; May/June 2027 samples returned no price at all, so the true spread may be wider. "
"/luxury-travel/europe/greece","ikos-odisia","Ikos Odisia","£410–£820","per night","Varies by season · Superior Double Room, Garden View · all inclusive","range","410","820","Superior Double Room, Garden View","all inclusive","included (Google ""nightly price with taxes + fees"")","2026-10-27/31 — GBP 410 via Official site","2027-08-07/14 — GBP 820 via Official site","2026-10-27/31: GBP 410 (https://www.google.com/travel/search?q=Ikos%20Odisia%20Corfu&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjqDxAKGBsSBwjqDxAKGB8YATICEAAqBwoFOgNHQlA) | 2027-08-07/14: GBP 820 (https://www.google.com/travel/search?q=Ikos%20Odisia%20Corfu&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAIGAcSBwjrDxAIGA4YATICEAAqBwoFOgNHQlA)","Google Hotels prices were fetched directly in GBP (gl=GB, currency GBP); other currencies converted at 1 GBP = USD 1.3345 / EUR 1.1656 / ISK 161.3 / SEK 13.12 (open.er-api.com, 23 Sep 2026)","2026-09-23","Google Hotels metasearch, server-rendered page fetched with explicit check-in/check-out dates encoded in the URL (ts parameter); price = lowest nightly rate shown ""with taxes + fees"" across booking sites or the hotel's own site, 2 adults. Google substitutes other dates when it has no price for the requested ones, so only samples whose returned dates matched a real search are listed. Room names are only shown for OTA rows, so the entry category is inferred from the cheapest named row. Ikos sells all-inclusive only. Ikos applies minimum stays: Google returned nothing for 1-night 2027 searches; the August 2027 price is for a 7-night stay and the late-October 2026 price for a 4-night stay. Season roughly late April – early November; May/June 2027 samples returned no price at all, so the true spread may be wider. "
"/luxury-travel/europe/greece","domes-miramare","Domes Miramare Corfu","£140–£430","per night","Varies by season","range","140","430","lowest-priced room (name not shown)","not stated","included (Google ""nightly price with taxes + fees"")","2026-10-10/11 — GBP 148 via Official site","2027-08-07/08 — GBP 426 via Google Hotels headline (lowest across sites)","2026-10-10/11: GBP 148 (https://www.google.com/travel/search?q=Domes%20Miramare%20Corfu&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjqDxAKGAoSBwjqDxAKGAsYATICEAAqBwoFOgNHQlA) | 2027-05-15/16: GBP 212 (https://www.google.com/travel/search?q=Domes%20Miramare%20Corfu&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAFGA8SBwjrDxAFGBAYATICEAAqBwoFOgNHQlA) | 2027-06-19/20: GBP 356 (https://www.google.com/travel/search?q=Domes%20Miramare%20Corfu&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAGGBMSBwjrDxAGGBQYATICEAAqBwoFOgNHQlA) | 2027-08-07/08: GBP 426 (https://www.google.com/travel/search?q=Domes%20Miramare%20Corfu&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAIGAcSBwjrDxAIGAgYATICEAAqBwoFOgNHQlA)","Google Hotels prices were fetched directly in GBP (gl=GB, currency GBP); other currencies converted at 1 GBP = USD 1.3345 / EUR 1.1656 / ISK 161.3 / SEK 13.12 (open.er-api.com, 23 Sep 2026)","2026-09-23","Google Hotels metasearch, server-rendered page fetched with explicit check-in/check-out dates encoded in the URL (ts parameter); price = lowest nightly rate shown ""with taxes + fees"" across booking sites or the hotel's own site, 2 adults. Google substitutes other dates when it has no price for the requested ones, so only samples whose returned dates matched a real search are listed. Room names are only shown for OTA rows, so the entry category is inferred from the cheapest named row. Seasonal (roughly April–October). The October 2026 low is an end-of-season rate and looks very low for a Luxury Collection resort; treat with care."
"/luxury-travel/europe/greece","corfu-imperial","Grecotel Corfu Imperial","£200–£750","per night","Varies by season","range","200","750","lowest-priced room (name not shown; TUI/Amimir rows)","not stated","included (Google ""nightly price with taxes + fees"")","2026-10-15/16 — GBP 209 via Official site (Deluxe Sea View Bungalow)","2027-08-07/08 — GBP 744 via Google Hotels headline (lowest across sites)","2026-10-10/11: GBP 291 (https://www.google.com/travel/search?q=Grecotel%20Corfu%20Imperial&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjqDxAKGAoSBwjqDxAKGAsYATICEAAqBwoFOgNHQlA) | 2026-10-15/16: GBP 209 (https://www.google.com/travel/search?q=Grecotel%20Corfu%20Imperial&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjqDxAKGA8SBwjqDxAKGBAYATICEAAqBwoFOgNHQlA) | 2027-05-15/16: GBP 334 (https://www.google.com/travel/search?q=Grecotel%20Corfu%20Imperial&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAFGA8SBwjrDxAFGBAYATICEAAqBwoFOgNHQlA) | 2027-06-19/20: GBP 528 (https://www.google.com/travel/search?q=Grecotel%20Corfu%20Imperial&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAGGBMSBwjrDxAGGBQYATICEAAqBwoFOgNHQlA) | 2027-08-07/08: GBP 744 (https://www.google.com/travel/search?q=Grecotel%20Corfu%20Imperial&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAIGAcSBwjrDxAIGAgYATICEAAqBwoFOgNHQlA)","Google Hotels prices were fetched directly in GBP (gl=GB, currency GBP); other currencies converted at 1 GBP = USD 1.3345 / EUR 1.1656 / ISK 161.3 / SEK 13.12 (open.er-api.com, 23 Sep 2026)","2026-09-23","Google Hotels metasearch, server-rendered page fetched with explicit check-in/check-out dates encoded in the URL (ts parameter); price = lowest nightly rate shown ""with taxes + fees"" across booking sites or the hotel's own site, 2 adults. Google substitutes other dates when it has no price for the requested ones, so only samples whose returned dates matched a real search are listed. Room names are only shown for OTA rows, so the entry category is inferred from the cheapest named row. Seasonal (roughly April–October). Grecotel brands it ""Corfu Imperial, A Resort to Live"". Low is a mid-October 2026 end-of-season rate."
"/luxury-travel/europe/greece","canaves-oia","Canaves Oia Suites & Canaves Oia Epitome","£450–£1,010","per night","Varies by season","range","450","1010","lowest-priced suite (all-suite hotel; name not shown)","not stated","included (Google ""nightly price with taxes + fees"")","2026-10-22/23 — GBP 453 via Official site","2027-06-19/20 — GBP 1002 via Official site","2026-10-10/11: GBP 658 (https://www.google.com/travel/search?q=Canaves%20Oia%20Suites%20Santorini&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjqDxAKGAoSBwjqDxAKGAsYATICEAAqBwoFOgNHQlA) | 2026-10-22/23: GBP 453 (https://www.google.com/travel/search?q=Canaves%20Oia%20Suites%20Santorini&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjqDxAKGBYSBwjqDxAKGBcYATICEAAqBwoFOgNHQlA) | 2027-05-15/16: GBP 787 (https://www.google.com/travel/search?q=Canaves%20Oia%20Suites%20Santorini&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAFGA8SBwjrDxAFGBAYATICEAAqBwoFOgNHQlA) | 2027-06-19/20: GBP 1002 (https://www.google.com/travel/search?q=Canaves%20Oia%20Suites%20Santorini&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAGGBMSBwjrDxAGGBQYATICEAAqBwoFOgNHQlA) | 2027-08-07/08: GBP 930 (https://www.google.com/travel/search?q=Canaves%20Oia%20Suites%20Santorini&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAIGAcSBwjrDxAIGAgYATICEAAqBwoFOgNHQlA)","Google Hotels prices were fetched directly in GBP (gl=GB, currency GBP); other currencies converted at 1 GBP = USD 1.3345 / EUR 1.1656 / ISK 161.3 / SEK 13.12 (open.er-api.com, 23 Sep 2026)","2026-09-23","Google Hotels metasearch, server-rendered page fetched with explicit check-in/check-out dates encoded in the URL (ts parameter); price = lowest nightly rate shown ""with taxes + fees"" across booking sites or the hotel's own site, 2 adults. Google substitutes other dates when it has no price for the requested ones, so only samples whose returned dates matched a real search are listed. Room names are only shown for OTA rows, so the entry category is inferred from the cheapest named row. Canaves Oia Suites only; Canaves Oia Epitome not checked separately. Seasonal (roughly April–October). Low is a late-October 2026 rate."
"/luxury-travel/europe/greece","mystique","Mystique Santorini","£400–£910","per night","Varies by season","range","400","910","lowest-priced suite (all-suite hotel; name not shown)","not stated","included (Google ""nightly price with taxes + fees"")","2026-10-30/31 — GBP 400 via Official site","2027-06-19/20 — GBP 903 via Booking.com (Vibrant Suite, 1 Bedroom Junior Suite, 1 King, Caldera view)","2026-10-10/11: GBP 658 (https://www.google.com/travel/search?q=Mystique%20Santorini&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjqDxAKGAoSBwjqDxAKGAsYATICEAAqBwoFOgNHQlA) | 2026-10-30/31: GBP 400 (https://www.google.com/travel/search?q=Mystique%20Santorini&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjqDxAKGB4SBwjqDxAKGB8YATICEAAqBwoFOgNHQlA) | 2027-05-15/16: GBP 696 (https://www.google.com/travel/search?q=Mystique%20Santorini&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAFGA8SBwjrDxAFGBAYATICEAAqBwoFOgNHQlA) | 2027-06-19/20: GBP 903 (https://www.google.com/travel/search?q=Mystique%20Santorini&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAGGBMSBwjrDxAGGBQYATICEAAqBwoFOgNHQlA) | 2027-08-07/08: GBP 903 (https://www.google.com/travel/search?q=Mystique%20Santorini&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAIGAcSBwjrDxAIGAgYATICEAAqBwoFOgNHQlA)","Google Hotels prices were fetched directly in GBP (gl=GB, currency GBP); other currencies converted at 1 GBP = USD 1.3345 / EUR 1.1656 / ISK 161.3 / SEK 13.12 (open.er-api.com, 23 Sep 2026)","2026-09-23","Google Hotels metasearch, server-rendered page fetched with explicit check-in/check-out dates encoded in the URL (ts parameter); price = lowest nightly rate shown ""with taxes + fees"" across booking sites or the hotel's own site, 2 adults. Google substitutes other dates when it has no price for the requested ones, so only samples whose returned dates matched a real search are listed. Room names are only shown for OTA rows, so the entry category is inferred from the cheapest named row. Seasonal (roughly April–October). Low is an end-of-October 2026 rate."
"/luxury-travel/europe/greece","mykonos-blu","Grecotel Mykonos Blu","£250–£680","per night","Varies by season","range","250","680","lowest-priced room (name not shown)","not stated","included (Google ""nightly price with taxes + fees"")","2026-10-03/04 — GBP 250 via Official site","2027-08-07/08 — GBP 680 via Vio.com","2026-10-03/04: GBP 250 (https://www.google.com/travel/search?q=Grecotel%20Mykonos%20Blu&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjqDxAKGAMSBwjqDxAKGAQYATICEAAqBwoFOgNHQlA) | 2026-10-10/11: GBP 250 (https://www.google.com/travel/search?q=Grecotel%20Mykonos%20Blu&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjqDxAKGAoSBwjqDxAKGAsYATICEAAqBwoFOgNHQlA) | 2027-05-15/16: GBP 274 (https://www.google.com/travel/search?q=Grecotel%20Mykonos%20Blu&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAFGA8SBwjrDxAFGBAYATICEAAqBwoFOgNHQlA) | 2027-06-19/20: GBP 519 (https://www.google.com/travel/search?q=Grecotel%20Mykonos%20Blu&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAGGBMSBwjrDxAGGBQYATICEAAqBwoFOgNHQlA) | 2027-08-07/08: GBP 680 (https://www.google.com/travel/search?q=Grecotel%20Mykonos%20Blu&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAIGAcSBwjrDxAIGAgYATICEAAqBwoFOgNHQlA)","Google Hotels prices were fetched directly in GBP (gl=GB, currency GBP); other currencies converted at 1 GBP = USD 1.3345 / EUR 1.1656 / ISK 161.3 / SEK 13.12 (open.er-api.com, 23 Sep 2026)","2026-09-23","Google Hotels metasearch, server-rendered page fetched with explicit check-in/check-out dates encoded in the URL (ts parameter); price = lowest nightly rate shown ""with taxes + fees"" across booking sites or the hotel's own site, 2 adults. Google substitutes other dates when it has no price for the requested ones, so only samples whose returned dates matched a real search are listed. Room names are only shown for OTA rows, so the entry category is inferred from the cheapest named row. Seasonal (roughly May–October). Low is an early-October 2026 rate."
"/luxury-travel/europe/greece","ikos-aria","Ikos Aria","£430–£730","per night","Varies by season · Superior Room · all inclusive","range","430","730","Superior Room (Partial Sea View)","all inclusive","included (Google ""nightly price with taxes + fees"")","2026-10-28/11-01 — GBP 431 via Official site","2027-08-07/14 — GBP 721 via Official site","2026-10-28/11-01: GBP 431 (https://www.google.com/travel/search?q=Ikos%20Aria%20Kos&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjqDxAKGBwSBwjqDxALGAEYATICEAAqBwoFOgNHQlA) | 2027-08-07/14: GBP 721 (https://www.google.com/travel/search?q=Ikos%20Aria%20Kos&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAIGAcSBwjrDxAIGA4YATICEAAqBwoFOgNHQlA)","Google Hotels prices were fetched directly in GBP (gl=GB, currency GBP); other currencies converted at 1 GBP = USD 1.3345 / EUR 1.1656 / ISK 161.3 / SEK 13.12 (open.er-api.com, 23 Sep 2026)","2026-09-23","Google Hotels metasearch, server-rendered page fetched with explicit check-in/check-out dates encoded in the URL (ts parameter); price = lowest nightly rate shown ""with taxes + fees"" across booking sites or the hotel's own site, 2 adults. Google substitutes other dates when it has no price for the requested ones, so only samples whose returned dates matched a real search are listed. Room names are only shown for OTA rows, so the entry category is inferred from the cheapest named row. Ikos sells all-inclusive only. Ikos applies minimum stays: Google returned nothing for 1-night 2027 searches; the August 2027 price is for a 7-night stay and the late-October 2026 price for a 4-night stay. Season roughly late April – early November; May/June 2027 samples returned no price at all, so the true spread may be wider. "
"/luxury-travel/europe/greece","aesthesis","One&Only Aesthesis","£460–£1,330","per night","Varies by season","range","460","1330","lowest-priced room (name not shown)","not stated","included (Google ""nightly price with taxes + fees"")","2027-01-23/24 — GBP 464 via Official site","2027-06-19/20 — GBP 1328 via Official site (Aesthesis Room Queen - Book Now and Save)","2026-10-10/11: GBP 1032 (https://www.google.com/travel/search?q=One%26Only%20Aesthesis%20Glyfada%20Athens%20hotel&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjqDxAKGAoSBwjqDxAKGAsYATICEAAqBwoFOgNHQlA) | 2027-01-23/24: GBP 464 (https://www.google.com/travel/search?q=One%26Only%20Aesthesis%20Glyfada%20Athens%20hotel&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxABGBcSBwjrDxABGBgYATICEAAqBwoFOgNHQlA) | 2027-04-17/18: GBP 656 (https://www.google.com/travel/search?q=One%26Only%20Aesthesis%20Glyfada%20Athens%20hotel&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAEGBESBwjrDxAEGBIYATICEAAqBwoFOgNHQlA) | 2027-06-19/20: GBP 1328 (https://www.google.com/travel/search?q=One%26Only%20Aesthesis%20Glyfada%20Athens%20hotel&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAGGBMSBwjrDxAGGBQYATICEAAqBwoFOgNHQlA) | 2027-08-07/08: GBP 1120 (https://www.google.com/travel/search?q=One%26Only%20Aesthesis%20Glyfada%20Athens%20hotel&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAIGAcSBwjrDxAIGAgYATICEAAqBwoFOgNHQlA)","Google Hotels prices were fetched directly in GBP (gl=GB, currency GBP); other currencies converted at 1 GBP = USD 1.3345 / EUR 1.1656 / ISK 161.3 / SEK 13.12 (open.er-api.com, 23 Sep 2026)","2026-09-23","Google Hotels metasearch, server-rendered page fetched with explicit check-in/check-out dates encoded in the URL (ts parameter); price = lowest nightly rate shown ""with taxes + fees"" across booking sites or the hotel's own site, 2 adults. Google substitutes other dates when it has no price for the requested ones, so only samples whose returned dates matched a real search are listed. Room names are only shown for OTA rows, so the entry category is inferred from the cheapest named row. Open year-round. Google flagged the price for 2027-01-23/24 as a ""deal"" (below its usual level)."
"/luxury-travel/europe/greece","astir-palace","Four Seasons Astir Palace","£570–£1,830","per night","Varies by season","range","570","1830","lowest-priced room (name not shown)","not stated","included (Google ""nightly price with taxes + fees"")","2027-01-23/24 — GBP 571 via Booking.com (King Room with Nafsika Sea View)","2027-08-07/08 — GBP 1828 via Booking.com (King Room with Arion Pine View)","2027-01-23/24: GBP 571 (https://www.google.com/travel/search?q=Four%20Seasons%20Astir%20Palace%20Hotel%20Athens%20Vouliagmeni&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxABGBcSBwjrDxABGBgYATICEAAqBwoFOgNHQlA) | 2027-04-17/18: GBP 1089 (https://www.google.com/travel/search?q=Four%20Seasons%20Astir%20Palace%20Hotel%20Athens%20Vouliagmeni&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAEGBESBwjrDxAEGBIYATICEAAqBwoFOgNHQlA) | 2027-06-19/20: GBP 1785 (https://www.google.com/travel/search?q=Four%20Seasons%20Astir%20Palace%20Hotel%20Athens%20Vouliagmeni&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAGGBMSBwjrDxAGGBQYATICEAAqBwoFOgNHQlA) | 2027-08-07/08: GBP 1828 (https://www.google.com/travel/search?q=Four%20Seasons%20Astir%20Palace%20Hotel%20Athens%20Vouliagmeni&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAIGAcSBwjrDxAIGAgYATICEAAqBwoFOgNHQlA)","Google Hotels prices were fetched directly in GBP (gl=GB, currency GBP); other currencies converted at 1 GBP = USD 1.3345 / EUR 1.1656 / ISK 161.3 / SEK 13.12 (open.er-api.com, 23 Sep 2026)","2026-09-23","Google Hotels metasearch, server-rendered page fetched with explicit check-in/check-out dates encoded in the URL (ts parameter); price = lowest nightly rate shown ""with taxes + fees"" across booking sites or the hotel's own site, 2 adults. Google substitutes other dates when it has no price for the requested ones, so only samples whose returned dates matched a real search are listed. Room names are only shown for OTA rows, so the entry category is inferred from the cheapest named row. Open year-round."
"/luxury-travel/europe/greece","amanzoe","Amanzoe","£1,120–£3,530","per night","Varies by season · Pool Pavilion","range","1120","3530","Pool Pavilion (entry category; the 10–11 Oct 2026 sample only returned Deluxe Pool Pavilion Sea View at GBP 2,356 and is excluded)","not stated","included (Google ""nightly price with taxes + fees"")","2026-11-04/05 — GBP 1126 via Official site (Pool Pavilion)","2027-08-07/09 — GBP 3527 via Google Hotels headline (lowest across sites)","2026-11-04/05: GBP 1126 (https://www.google.com/travel/search?q=Amanzoe%20Greece&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjqDxALGAQSBwjqDxALGAUYATICEAAqBwoFOgNHQlA) | 2027-06-19/21: GBP 3429 (https://www.google.com/travel/search?q=Amanzoe%20Greece&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAGGBMSBwjrDxAGGBUYATICEAAqBwoFOgNHQlA) | 2027-08-07/09: GBP 3527 (https://www.google.com/travel/search?q=Amanzoe%20Greece&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAIGAcSBwjrDxAIGAkYATICEAAqBwoFOgNHQlA)","Google Hotels prices were fetched directly in GBP (gl=GB, currency GBP); other currencies converted at 1 GBP = USD 1.3345 / EUR 1.1656 / ISK 161.3 / SEK 13.12 (open.er-api.com, 23 Sep 2026)","2026-09-23","Google Hotels metasearch, server-rendered page fetched with explicit check-in/check-out dates encoded in the URL (ts parameter); price = lowest nightly rate shown ""with taxes + fees"" across booking sites or the hotel's own site, 2 adults. Google substitutes other dates when it has no price for the requested ones, so only samples whose returned dates matched a real search are listed. Room names are only shown for OTA rows, so the entry category is inferred from the cheapest named row. Aman resort with a wide seasonal spread; June/August 2027 prices are for 2-night stays (no 1-night availability returned). Amanzoe normally closes for winter (roughly November–March). Range is very wide."
"/luxury-travel/europe/greece","costa-navarino","Mandarin Oriental Costa Navarino","On request","","","unverified","","","not established","not stated","unknown","","","","Google Hotels prices were fetched directly in GBP (gl=GB, currency GBP); other currencies converted at 1 GBP = USD 1.3345 / EUR 1.1656 / ISK 161.3 / SEK 13.12 (open.er-api.com, 23 Sep 2026)","2026-09-23","Google Hotels metasearch, server-rendered page fetched with explicit check-in/check-out dates encoded in the URL (ts parameter); price = lowest nightly rate shown ""with taxes + fees"" across booking sites or the hotel's own site, 2 adults. Google substitutes other dates when it has no price for the requested ones, so only samples whose returned dates matched a real search are listed. Room names are only shown for OTA rows, so the entry category is inferred from the cheapest named row. No price returned for any of eleven date samples under three query variants. Mandarin Oriental, Costa Navarino closes December–March (reopened 31 Mar 2026); 2027 rates may not yet be loaded to OTAs and the previous single price (GBP 750, 28–29 Oct 2026) could not be reproduced."
"/luxury-travel/indian-ocean/mauritius","saint-geran","One&Only Le Saint Géran","£660–£1,140","per night","Varies by season · Sunset Room","range","660","1140","Sunset Room (Terrace or Balcony)","not stated","included (Google ""nightly price with taxes + fees"")","2026-09-26/27 — GBP 661 via Official site","2027-02-13/14 — GBP 1140 via Official site","2026-09-26/27: GBP 661 (https://www.google.com/travel/search?q=One%26Only%20Le%20Saint%20Geran%20Mauritius&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjqDxAJGBoSBwjqDxAJGBsYATICEAAqBwoFOgNHQlA) | 2026-11-07/08: GBP 953 (https://www.google.com/travel/search?q=One%26Only%20Le%20Saint%20Geran%20Mauritius&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjqDxALGAcSBwjqDxALGAgYATICEAAqBwoFOgNHQlA) | 2027-02-13/14: GBP 1140 (https://www.google.com/travel/search?q=One%26Only%20Le%20Saint%20Geran%20Mauritius&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxACGA0SBwjrDxACGA4YATICEAAqBwoFOgNHQlA) | 2027-06-12/13: GBP 809 (https://www.google.com/travel/search?q=One%26Only%20Le%20Saint%20Geran%20Mauritius&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAGGAwSBwjrDxAGGA0YATICEAAqBwoFOgNHQlA)","Google Hotels prices were fetched directly in GBP (gl=GB, currency GBP); other currencies converted at 1 GBP = USD 1.3345 / EUR 1.1656 / ISK 161.3 / SEK 13.12 (open.er-api.com, 23 Sep 2026)","2026-09-23","Google Hotels metasearch, server-rendered page fetched with explicit check-in/check-out dates encoded in the URL (ts parameter); price = lowest nightly rate shown ""with taxes + fees"" across booking sites or the hotel's own site, 2 adults. Google substitutes other dates when it has no price for the requested ones, so only samples whose returned dates matched a real search are listed. Room names are only shown for OTA rows, so the entry category is inferred from the cheapest named row. Mauritius peak is the Christmas/New Year period, which was not captured (no availability for 28–29 Dec 2026; festive minimum stays apply), so the true high may exceed this. "
"/luxury-travel/indian-ocean/mauritius","prince-maurice","Constance Prince Maurice","£390–£860","per night","Varies by season · Junior Suite","range","390","860","Junior Suite","not stated","included (Google ""nightly price with taxes + fees"")","2026-09-29/30 — GBP 391 via Official site","2026-11-07/08 — GBP 853 via Official site","2026-09-29/30: GBP 391 (https://www.google.com/travel/search?q=Constance%20Prince%20Maurice%20Mauritius&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjqDxAJGB0SBwjqDxAJGB4YATICEAAqBwoFOgNHQlA) | 2026-11-07/08: GBP 853 (https://www.google.com/travel/search?q=Constance%20Prince%20Maurice%20Mauritius&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjqDxALGAcSBwjqDxALGAgYATICEAAqBwoFOgNHQlA) | 2027-02-13/14: GBP 741 (https://www.google.com/travel/search?q=Constance%20Prince%20Maurice%20Mauritius&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxACGA0SBwjrDxACGA4YATICEAAqBwoFOgNHQlA) | 2027-06-12/13: GBP 516 (https://www.google.com/travel/search?q=Constance%20Prince%20Maurice%20Mauritius&hl=en-GB&gl=GB&ts=CAESABogCgIaABIaEhIKBwjrDxAGGAwSBwjrDxAGGA0YATICEAAqBwoFOgNHQlA)","Google Hotels prices were fetched directly in GBP (gl=GB, currency GBP); other currencies converted at 1 GBP = USD 1.3345 / EUR 1.1656 / ISK 161.3 / SEK 13.12 (open.er-api.com, 23 Sep 2026)","2026-09-23","Google Hotels metasearch, server-rendered page fetched with explicit check-in/check-out dates encoded in the URL (ts parameter); price = lowest nightly rate shown ""with taxes + fees"" across booking sites or the hotel's own site, 2 adults. Google substitutes other dates when it has no price for the requested ones, so only samples whose returned dates matched a real search are listed. Room names are only shown for OTA rows, so the entry category is inferred from the cheapest named row. Mauritius peak is the Christmas/New Year period, which was not captured (no availability for 28–29 Dec 2026; festive minimum stays apply), so the true high may exceed this. The 29–30 Sep 2026 low (GBP 391) is a Google-flagged deal; the next-lowest sample is GBP 516 (12–13 Jun 2027). Google flagged the price for 2026-09-29/30 as a ""deal"" (below its usual level)."
