page,location,before,after,reason
"luxury-travel/caribbean/antigua","FAQ + JSON-LD · best beach (x2)","For swimming, Jumby’s own crescent; for the classic postcard, Ffryes; for lunch, Catherine’s Café side of Pigeon Point. A driver-day tours five or six properly.","For swimming, Jumby Bay’s own crescent; for the classic postcard view, Ffryes; for lunch, the Catherine’s Café end of Pigeon Point. With a driver for the day, you can see five or six properly.","Shorthand fragment (""A driver-day tours five or six"")"
"luxury-travel/caribbean/antigua","FAQ + JSON-LD · Sailing Week (x2)","Late April — the harbour fills, the island hums, and rates hold high. Book around it deliberately, one way or the other.","Late April. The harbour fills, the island is at its liveliest and rates stay high, so plan around it — either to join in or to avoid it.","Clipped phrasing"
"luxury-travel/caribbean/antigua","FAQ + JSON-LD · sailing (x2)","Standard practice — skippered day charters, race-week berths, and the dockyard’s history done with a guide who raced it.","Yes — skippered day charters, race-week berths, and a tour of the dockyard’s history with a guide who has raced there.","Internal phrasing (""Standard practice"")"
"luxury-travel/caribbean/mexico","og:description","four approved addresses across Mexico’s two coasts","hand-picked addresses across Mexico’s two coasts","Internal language (""approved addresses""); number removed because the page shows three hotels, not four"
"luxury-travel/caribbean/mexico","Intro heading","Beach product, civilisation attached.","More than a beach, a civilisation behind it.","Trade jargon in a customer heading (""Beach product"")"
"luxury-travel/caribbean/mexico","Intro paragraph 1","Industry convention files Mexico under the Caribbean, and commercially that is how it sells — Riviera Maya beach weeks with the region’s best flight economics. But nowhere else in this collection has the hinterland: Maya ruins an hour from the sand, cenotes to swim, and a food culture UNESCO saw fit to list.","Mexico is usually grouped with the Caribbean, and the Riviera Maya’s beach weeks and good-value flights explain why. But nowhere else in this collection has such a hinterland: Maya ruins an hour from the sand, cenotes to swim in, and a food culture UNESCO saw fit to list.","Internal trade/sales language (""how it sells"", ""flight economics"")"
"luxury-travel/caribbean/mexico","Hotel · One&Only Mandarina · why","The architectural event of the Pacific coast — canopy villas, a polo & equestrian club, and surf breaks below. The adventurous couple’s Mexico.","The most striking architecture on the Pacific coast — canopy villas, a polo & equestrian club, and surf breaks below.","Hype (""architectural event"") and a closing line that duplicated the ""Best suited to"" line"
"luxury-travel/caribbean/mexico","Getting there · paragraph 1","we route to land daylight","we plan routings to land in daylight","Clipped phrasing"
"luxury-travel/caribbean/mexico","Getting there · panel label","Wellness pick","Best for wellness","Shorthand label"
"luxury-travel/caribbean/mexico","Getting there · panel label","Family pick","Best for families","Shorthand label"
"luxury-travel/caribbean/mexico","Combine · Barbados","pair the Yucatán with the platinum coast’s classicism.","pair the Yucatán with the classic hotels of Barbados’s Platinum Coast.","Unclear phrasing"
"luxury-travel/caribbean/mexico","FAQ + JSON-LD · question (x2)","Why is Mexico on the Caribbean page?","Why is Mexico listed under the Caribbean?","Refers to the website structure (""page"") rather than the customer question"
"luxury-travel/caribbean/mexico","FAQ + JSON-LD · answer (x2)","Industry convention — the Riviera Maya sits with the Caribbean beach destinations, and it has the best-value flights of any of them. The hinterland is the bonus the islands cannot match.","The Riviera Maya lies on the Caribbean Sea and is usually grouped with the Caribbean’s beach destinations — and it has some of the best-value flights of any of them. Its hinterland is a bonus the islands cannot match.","Internal trade language (""Industry convention"")"
"luxury-travel/caribbean/mexico","FAQ + JSON-LD · Maya or Cabo (x2)","many clients do both","many guests do both","Internal language (""clients"")"
"luxury-travel/europe/france","Meta description (x2)","Four approved addresses","Four hand-picked addresses","Internal language (""approved addresses"")"
"luxury-travel/europe/france","Hero subtitle","Summer France, sold by people who know the difference a cape makes.","Summer France, planned by people who know the difference a cape makes.","Sales-team language (""sold by"")"
"luxury-travel/europe/france","Intro paragraph 1","we sell four hotels","we offer four hotels","Sales-team language"
"luxury-travel/europe/france","Intro paragraph 1","the greatest resort hotel in Europe, no serious rival","for many the greatest resort hotel in Europe","Unsupported superlative"
"luxury-travel/europe/france","Intro paragraph 2","This is a summer page by design","This is summer France by design","Refers to the web page rather than the holiday"
"luxury-travel/europe/france","Intro paragraph 2","our tennis desk holds Philippe-Chatrier options each year.","our tennis specialists can arrange Philippe-Chatrier seats each year.","Internal language (""tennis desk holds … options"")"
"luxury-travel/europe/france","Intro figure caption","the season this page is built around","the season we plan France around","Refers to the web page"
"luxury-travel/europe/france","Hotel · Eden-Roc · why","Book absurdly early.","Book well ahead.","Glib phrasing"
"luxury-travel/europe/france","Hotel · George V · best suited","Paris perfectionists — the city's most complete palace hotel.","Guests who want classic palace service at its most polished.","Fragment that repeated the line above (""most complete"")"
"luxury-travel/europe/france","Getting there · paragraph 2","Worth knowing from our tennis desk: Roland-Garros packages with Philippe-Chatrier seats pair naturally with either palace.","Roland-Garros packages with Philippe-Chatrier seats, arranged by our tennis specialists, pair naturally with either Paris palace.","Internal note phrasing (""Worth knowing from our tennis desk"")"
"luxury-travel/europe/france","Getting there · panel label","Couples pick","Best for couples","Shorthand label"
"luxury-travel/europe/france","Getting there · panel row","Note Summer-only page","Focus Summer travel","Internal note (""Note: Summer-only page"")"
"luxury-travel/europe/france","Combine · Roland-Garros","tennis desk led","arranged by our tennis specialists","Internal shorthand"
"luxury-travel/europe/france","FAQ + JSON-LD · question (x2)","Is this page really summer only?","Is France really summer only?","Refers to the web page rather than the holiday"
"luxury-travel/europe/france","FAQ + JSON-LD · Roland-Garros (x2)","Yes — official-route Philippe-Chatrier and Suzanne-Lenglen seats through our tennis desk, packaged with either Paris palace.","Yes — Philippe-Chatrier and Suzanne-Lenglen seats through official channels, arranged by our tennis specialists and packaged with either Paris palace.","Internal shorthand (""official-route"", ""tennis desk"")"
"luxury-travel/europe/nordics","Enquiry heading","your The Nordics.","your Nordic journey.","Template grammar error (""Plan your The Nordics"")"
"luxury-travel/europe/nordics","Combine heading","The Nordics travels well","The Nordics travel well","Grammar (subject–verb agreement)"
"luxury-travel/europe/nordics","Intro paragraph 2","These are two-to-three-night properties by design; the craft is the routing between them.","Each is best enjoyed for two or three nights, and the skill lies in the routing between them.","Internal phrasing (""properties by design"", ""the craft is the routing"")"
"luxury-travel/europe/nordics","When to go · lede","Summer sells the midnight sun and the fjords; deep winter sells aurora and snow.","Summer brings the midnight sun and the fjords; deep winter brings the aurora and snow.","Sales language (""sells"")"
"luxury-travel/europe/nordics","Hotels lede","Each defines its landscape; the routing between them is the craft.","Each defines its landscape, and we plan the routing between them.","Internal phrasing, repeated from the intro"
"luxury-travel/europe/nordics","Hotel · Deplar Farm · why","The action estate — heli-skiing in spring, salmon in summer, geothermal pools and a bar that debriefs both. Taken whole by groups who mean it.","An estate built for adventure — heli-skiing in spring, salmon fishing in summer, geothermal pools and a bar to talk it all over. Often taken exclusively by groups.","Clipped note phrasing (""Taken whole by groups who mean it"")"
"luxury-travel/europe/nordics","Hotel · Juvet · why","Nine cubes, one river, no curtains needed — the purest architecture-and-landscape statement in Europe. Two nights, perfectly.","Nine cubes, one river, no curtains needed — one of Europe’s purest meetings of architecture and landscape.","Unsupported superlative; closing fragment repeated in the next line"
"luxury-travel/europe/nordics","Hotel · Juvet · best suited","Architecture pilgrims — two nights of pure landscape, perfectly framed.","Architecture lovers who want two nights of pure landscape, perfectly framed.","Fragment"
"luxury-travel/europe/nordics","Itineraries · Northern Grand Tour","the full landscape-hotel argument, flown smart.","the full landscape-hotel journey, with the flights planned around it.","Jargon (""argument, flown smart"")"
"luxury-travel/europe/nordics","Getting there · panel label","Icon pick","Most iconic","Shorthand label"
"luxury-travel/europe/nordics","FAQ + JSON-LD · families (x2)","Deplar shines as a full-house group buy-out.","and Deplar is at its best taken exclusively by a group.","Trade jargon (""full-house group buy-out"")"
"luxury-travel/europe/nordics","FAQ + JSON-LD · Finland (x2)","Lapland’s winter programme is a different kind of trip, with its own page. This page is the landscape-hotel tour.","Lapland’s winter programme is a different kind of trip, which we plan separately. Our Nordics collection is built around the landscape-hotel tour.","Refers to web pages rather than the holiday"
"luxury-travel/europe/portugal","Meta description (+ twitter) (x2)","Seven approved hotels","Seven hand-picked hotels","Internal language (""approved hotels"")"
"luxury-travel/europe/portugal","og:description","seven approved addresses","seven hand-picked addresses","Internal language (""approved addresses"")"
"luxury-travel/europe/portugal","Hero subtitle","The Algarve is the volume seller and deserves to be — reliable sun, real golf, family luxury of real quality. Then Sintra and the Douro for the second visit.","The Algarve is Portugal’s most popular choice and deserves to be — reliable sun, proper golf and family luxury of genuine quality. Then Sintra and the Douro for a second visit.","Sales-team language (""the volume seller"")"
"luxury-travel/europe/portugal","Intro paragraph 1","the best value family luxury in western Europe — the Algarve earns its lead section. Vila Vita Parc and Pine Cliffs anchor the clifftop resorts; Conrad and W bring the contemporary layer; Domes Lake Algarve adds the lifestyle option by the marina.","some of the best-value family luxury in western Europe — the Algarve earns its place first. Vila Vita Parc and Pine Cliffs anchor the clifftop resorts; Conrad and W bring a contemporary edge; Domes Lake Algarve adds relaxed style by the marina.","Refers to page structure (""lead section"") and product-planning jargon (""contemporary layer"", ""lifestyle option""); unsupported superlative"
"luxury-travel/europe/portugal","Intro paragraph 2","where the September harvest is the booking to make","where the September harvest is the time to go","Sales phrasing"
"luxury-travel/europe/portugal","Hotels · Algarve tier description","The lead section —","","Refers to page structure (""The lead section"")"
"luxury-travel/europe/portugal","Hotel · Domes Lake Algarve · facilities","Vidago-style calm,","","Writer reference to another hotel (""Vidago-style"")"
"luxury-travel/europe/portugal","Hotel · Domes Lake Algarve · why","The Domes formula","The Domes approach","Trade jargon"
"luxury-travel/europe/portugal","Getting there · panel label","Family pick","Best for families","Shorthand label"
"luxury-travel/europe/portugal","Getting there · panel label","Couples pick","Best for couples","Shorthand label"
"luxury-travel/europe/turkey","Meta description (+ twitter) (x2)","Five approved hotels","Five hand-picked hotels","Internal language (""approved hotels"")"
"luxury-travel/europe/turkey","og:description","five approved addresses","five hand-picked addresses","Internal language (""approved addresses"")"
"luxury-travel/europe/turkey","Hero subtitle","and the lira makes it the value play of the season.","and the exchange rate makes it one of the best-value choices of the season.","Trade jargon (""the value play"")"
"luxury-travel/europe/turkey","Intro paragraph 1","Staff ratios and kitchens here routinely embarrass more famous coasts.","Staffing levels and kitchens here regularly outshine more famous coasts.","Internal phrasing (""staff ratios"", ""embarrass"")"
"luxury-travel/europe/turkey","Intro paragraph 2","Then the interior: Cappadocia’s cave hotels and dawn balloons — the two-night add-on that upgrades the whole trip. The Museum Hotel is the address, and Mandarin Oriental Bodrum stands on the optional list pending sign-off.","Then the interior: Cappadocia’s cave hotels and dawn balloons — a two-night extension that lifts the whole trip. The Museum Hotel is the place to stay. Mandarin Oriental Bodrum is also available on request.","Internal approval note (""on the optional list pending sign-off"") and sales jargon (""add-on"")"
"luxury-travel/europe/turkey","Vedere Says band quote","weather holds get a second chance that way.","if the weather grounds the flight, you still have a second chance.","Trade shorthand (""weather holds"")"
"luxury-travel/europe/turkey","Hotel · Lujo Bodrum · why","The commercial heart of the Turkish programme.","","Internal commercial note in customer copy"
"luxury-travel/europe/turkey","Hotel · Maxx Royal · why","Turkey’s statement opening","Turkey’s most talked-about opening","Sales jargon (""statement opening"")"
"luxury-travel/europe/turkey","Hotel · Six Senses Kaplankaya · tagline","on a untouched","on an untouched","Typo"
"luxury-travel/europe/turkey","Hotel · Museum Hotel · why","the add-on that becomes the memory","the extension that becomes the memory","Sales jargon (""add-on"")"
"luxury-travel/europe/turkey","Getting there · paragraph 2","to D Maris we brief clients honestly","for D Maris Bay we are honest with guests","Internal language (""brief clients"")"
"luxury-travel/europe/turkey","Getting there · panel label","Family pick","Best for families","Shorthand label"
"luxury-travel/europe/turkey","Getting there · panel label","Escape pick","Best for seclusion","Shorthand label"
"luxury-travel/europe/turkey","FAQ + JSON-LD · value (x2)","Conspicuously — service levels and kitchen quality at these estates outrun their western rivals, and the rates follow the lira. Value is the honest headline.","Yes. Service and kitchen quality at these estates match or exceed their rivals further west, and rates reflect the lira. Value is the honest answer.","Sales-note phrasing (""the honest headline"")"
"luxury-travel/europe/turkey","FAQ + JSON-LD · Mandarin Oriental Bodrum (x2)","On the optional list pending Vedere sign-off — we quote it on request in the meantime.","We can quote Mandarin Oriental Bodrum on request.","Internal approval note (""pending Vedere sign-off"")"
"luxury-travel/europe/portugal","Hotels · Algarve tier description (capitalisation after previous edit)","tier-desc"">clifftops, golf","tier-desc"">Clifftops, golf","Capitalisation following removal of ""The lead section —"""
"luxury-travel/indian-ocean/sri-lanka","Hero subtitle","Sold as a circuit, because it is one.","Planned as a circuit, because it is one.","Sales-team language (""Sold as"")"
"luxury-travel/indian-ocean/sri-lanka","Intro paragraph 1","the portfolio deliberately covers","our collection deliberately covers","Internal language (""the portfolio"")"
"luxury-travel/indian-ocean/sri-lanka","Intro paragraph 2","The classic circuit runs triangle → tea → coast in ten to fourteen nights,","The classic circuit runs from the Cultural Triangle to the tea country and on to the coast in ten to fourteen nights,","Arrow shorthand"
"luxury-travel/indian-ocean/sri-lanka","Hotels lede","each leg with its definitive beds","each leg with its finest places to stay","Trade jargon (""beds"")"
"luxury-travel/indian-ocean/sri-lanka","Hotel · Vil Uyana · best suited","Wildlife-minded travellers basing for the Cultural Triangle.","Wildlife-minded travellers looking for a base in the Cultural Triangle.","Clipped phrasing"
"luxury-travel/indian-ocean/sri-lanka","Hotel · Uga Ulagalla · gallery caption",", no villa interior shown","","Internal photo note in customer caption"
"luxury-travel/indian-ocean/sri-lanka","Hotel · W15 Hanthana · why","The Kandy stop solved","The ideal Kandy stop","Planner shorthand (""solved"")"
"luxury-travel/indian-ocean/sri-lanka","Hotel · Amanwella · why","stick-fishermen","stilt fishermen","Wrong term (the south coast's famous fishermen are stilt fishermen, as in the page's own image alt text)"
"luxury-travel/indian-ocean/sri-lanka","Itineraries · Classic Circuit","Triangle (Vil Uyana) → tea (Tea Trails) → coast (Amanwella) — Sigiriya at dawn, the Ella line, and the ocean to land it.","The Cultural Triangle at Vil Uyana, the tea country at Tea Trails, then the coast at Amanwella — Sigiriya at dawn, the Ella line, and the ocean to finish.","Arrow shorthand / note fragment"
"luxury-travel/indian-ocean/sri-lanka","Getting there · paragraph 2","remains the world’s loveliest public transport","remains one of the world’s loveliest train journeys","Unsupported superlative"
"luxury-travel/indian-ocean/sri-lanka","FAQ + JSON-LD · nights (x2)","but they spend the island’s best asset.","but they miss the island’s greatest strength.","Awkward phrasing"
"luxury-travel/indian-ocean/sri-lanka","FAQ + JSON-LD · driving (x2)","which is why the driver-guide model rules here.","which is why we use a private driver-guide throughout.","Internal jargon (""the driver-guide model"")"
"luxury-travel/indian-ocean/sri-lanka","FAQ + JSON-LD · children (x2)","are the family anchors.","are the best family bases.","Internal jargon (""family anchors"")"
"luxury-travel/north-america/new-england","og:description","four approved addresses","hand-picked addresses","Internal language (""approved addresses""); number removed because the page shows two hotels, not four"
"luxury-travel/north-america/new-england","Intro heading","Framed as New England.","Boston, the shore and the colour.","Heading read as a leftover working title (""Framed as New England"")"
"luxury-travel/north-america/new-england","Hotel · Ocean House · why","a Forbes triple crown — the American seaside hotel as it exists in memory, actually existing.","a Forbes triple crown — the American seaside hotel as you imagine it, still very much alive.","Awkward phrasing"
"luxury-travel/north-america/new-england","Hotel · Ocean House · best suited","New England purists — the grande dame, rebuilt shingle-perfect.","New England purists who want the classic seaside grand hotel.","Fragment repeating the location line above (""rebuilt shingle-perfect"")"
"luxury-travel/north-america/new-england","Hotel · Wequassett · why","the Cape’s only serious luxury play, and it plays it warmly.","the Cape’s leading luxury resort, and a warm one.","Trade jargon (""luxury play"")"
"luxury-travel/north-america/new-england","Getting there · paragraph 2","October cars book like theatre tickets — reserve with the flights, and let us place the week on the colour line.","Hire cars in October book up quickly, so reserve one with your flights and let us time your week to the colour.","Clipped, note-style phrasing"
"luxury-travel/north-america/new-england","FAQ + JSON-LD · Boston (x2)","Fenway with our sports desk","Fenway arranged by our sports team","Internal language (""sports desk"")"
"luxury-travel/north-america/new-england","FAQ + JSON-LD · Red Sox (x2)","Fenway is the sports desk’s pleasure — October baseball when the calendar smiles.","Yes — our sports team can arrange Fenway tickets, including October baseball when the schedule allows.","Internal language (""sports desk"") and whimsical non-answer"
"luxury-travel/north-america/new-england","FAQ + JSON-LD · Ocean House or the Cape (x2)","The ten-night compass does both.","Our ten-night Full Compass itinerary does both.","Shorthand reference to an itinerary"
"luxury-travel/north-america","Destinations · Arizona","the trip clients still describe","the trip guests still describe","Internal language (""clients"")"
"luxury-travel/north-america","Getting there · paragraph 1","the easiest long-haul flights we sell","the easiest long-haul flights we arrange","Sales language (""we sell"")"
"luxury-travel/north-america","At a glance · Airlines","BA · Virgin Atlantic","British Airways · Virgin Atlantic","Airline-code shorthand"
"luxury-travel/north-america","At a glance · Regional departures","MAN · EDI","Manchester · Edinburgh","Airport-code shorthand"
"luxury-travel/north-america","FAQ + JSON-LD · combining destinations (x2)","far simpler than most clients expect","far simpler than most travellers expect","Internal language (""clients"")"
"luxury-travel/north-america","FAQ + JSON-LD · ranches (x2)","Clients who arrive sceptical","Guests who arrive sceptical","Internal language (""clients"")"
"luxury-travel/europe","Intro paragraph 2","which have become the best family product in the Mediterranean","which have become some of the best family resorts in the Mediterranean","Trade jargon (""family product"") and unsupported superlative"
"luxury-travel/europe","Intro paragraph 4","France we sell for the summer only.","France we offer for the summer only.","Sales language (""we sell"")"
"luxury-travel/europe","Destinations · Italy","The destination clients come back to most often","The destination guests come back to most often","Internal language (""clients"")"
"luxury-travel/europe","Destinations · Portugal","Portugal splits into two areas that sell very differently. The Algarve is the volume:","Portugal splits into two very different areas. The Algarve is the most popular:","Sales-team language (""sell very differently"", ""the volume"")"
"luxury-travel/europe","Destinations · Portugal","and the best value family luxury in western Europe","and some of the best-value family luxury in western Europe","Unsupported superlative"
"luxury-travel/europe","Destinations · France line","Summer only — the Riviera and Paris. There is no ski here.","Summer only — the Riviera and Paris.","Internal note (""There is no ski here"")"
"luxury-travel/europe","Destinations · France","We sell France as a summer collection and nothing else","We offer France as a summer collection only","Sales language (""We sell"")"
"luxury-travel/europe","Destinations · France",". No ski programme — that may follow.",".","Internal product-roadmap note (""that may follow"")"
"luxury-travel/europe","Destinations · Croatia","that most clients end up preferring","that most guests end up preferring","Internal language (""clients"")"
"luxury-travel/europe","Destinations · Finland","the glass-roofed rooms clients picture","the glass-roofed rooms guests picture","Internal language (""clients"")"
"luxury-travel/europe","Destinations · Nordics line","Iceland, Norway and Sweden, sold as one collection.","Iceland, Norway and Sweden, planned as one collection.","Sales language (""sold as"")"
"luxury-travel/europe","At a glance · Airlines","BA · Aegean · ITA · TAP · Finnair","British Airways · Aegean · ITA Airways · TAP · Finnair","Airline-code shorthand"
"luxury-travel/europe","At a glance · Regional departures","MAN · BHX · EDI · BRS","Manchester · Birmingham · Edinburgh · Bristol","Airport-code shorthand"
"luxury-travel/europe","At a glance · Currency","Euro, plus TRY, ISK, NOK, SEK","Euro, plus local currencies in Turkey and the Nordics","Currency-code shorthand"
"luxury-travel/europe","FAQ + JSON-LD · children (x2)","are the best family product in the Mediterranean","offer some of the best family holidays in the Mediterranean","Trade jargon (""family product"") and unsupported superlative"
"luxury-travel/europe","FAQ + JSON-LD · ski question (x2)","Do you sell ski holidays in France?","Do you offer ski holidays in France?","Sales language"
"luxury-travel/europe","FAQ + JSON-LD · ski answer (x2)","we would rather sell four hotels","we would rather offer four hotels","Sales language"
"luxury-travel/europe","FAQ + JSON-LD · ski answer (x2)","A ski collection is under consideration for a later phase.","","Internal product-roadmap note"
"luxury-travel/europe","FAQ + JSON-LD · sporting events (x2)","Our sports team holds the tickets and hospitality; the luxury team holds the hotel.","Our sports team arranges the tickets and hospitality; our luxury team arranges the hotel.","Internal language (""holds"")"
"luxury-travel/villas","Intro eyebrow","The Proposition","Why a Villa","Marketing jargon used as a section label (""The Proposition"")"
"luxury-travel/villas","Intro paragraph 1","A villa holiday sold badly is a set of keys and a phone number. Sold properly, it is a staffed private house with a chef who cooks what your family actually eats, a butler who has already booked the boat, and nobody else in the pool. That is the only kind we sell.","A villa holiday arranged badly is a set of keys and a phone number. Arranged properly, it is a staffed private house with a chef who cooks what your family actually eats, a butler who has already booked the boat, and nobody else in the pool. That is the only kind we offer.","Sales-team language (""sold badly"", ""we sell"")"
"luxury-travel/villas","Villa or hotel · lede","We sell both","We arrange both","Sales language"
"luxury-travel/villas","Destinations · Alpine & Beyond","the best resorts sell multi-bedroom","the best resorts offer multi-bedroom","Sales language"
"luxury-travel/villas","Who it suits · Privacy card body","Several of our villa clients","Several of our villa guests","Internal language (""clients""); card heading left unchanged (no-image card rule)"
"luxury-travel/villas","Booking · Step Three","Nothing is agreed on a verbal.","Nothing is agreed verbally.","Trade shorthand (""on a verbal"")"
"luxury-travel/villas","FAQ + JSON-LD · included (x2)","Every villa we sell comes staffed.","Every villa we offer comes staffed.","Sales language"
"luxury-travel/villas","FAQ + JSON-LD · included (x2)","who holds the trip","who looks after the trip","Internal language (""holds the trip"")"
"luxury-travel/villas","FAQ + JSON-LD · staffed (x2)","We do not sell self-catering.","We do not offer self-catering.","Sales language"
"luxury-travel/villas","FAQ + JSON-LD · combining (x2)","Our sports team holds the tickets and hospitality, the luxury team holds the house, and one specialist holds both.","Our sports team arranges the tickets and hospitality, our luxury team arranges the house, and one specialist looks after both.","Internal language (""holds"")"
"sports-travel","Founders Club · button label",">more about the Vedere Founders Club",">More about the Vedere Founders Club","Capitalisation of a button label"
"sports-travel","FAQ + JSON-LD · wider trip (x2)","Yes — many clients do.","Yes — many guests do.","Internal language (""clients"")"
"sports-travel/football/premier-league-wembley-hospitality","How pricing works · lede","Hospitality inventory changes","Hospitality availability changes","Trade jargon (""inventory"")"
"sports-travel/football/premier-league-wembley-hospitality","Package The Occasion · extras","Dining and private transfers wrapped in","Dining and private transfers included","Clipped phrasing"
"sports-travel/football/premier-league-wembley-hospitality","Package The Occasion · description","Sold as an occasion with hotel and dining wrapped in for guests travelling from a distance.","Arranged as an occasion, with hotel and dining included for guests travelling from a distance.","Sales language (""Sold as"")"
"sports-travel/football/premier-league-wembley-hospitality","Package Wembley · description","quoted using Wembley’s own product names so you know exactly what you are buying.","quoted using Wembley’s own names for each lounge and box, so you know exactly what you are buying.","Trade jargon (""product names"")"
"sports-travel/football/premier-league-wembley-hospitality","What is included · list","A bespoke quotation with named products and firm pricing","A bespoke quotation with named hospitality options and firm pricing","Trade jargon (""named products"")"
"sports-travel/football/premier-league-wembley-hospitality","How it works · step 3","A bespoke quotation with options, named products and firm pricing","A bespoke quotation with options, named hospitality and firm pricing","Trade jargon (""named products"")"
"sports-travel/football/premier-league-wembley-hospitality","On request · list","Derbies, title deciders and cup finals, sold as occasions","Derbies, title deciders and cup finals, arranged as occasions","Sales language (""sold as"")"
"sports-travel/football/premier-league-wembley-hospitality","Premier League · paragraph 2","with hotels and dining wrapped in for guests","with hotels and dining included for guests","Clipped phrasing"
"sports-travel/football/premier-league-wembley-hospitality","Premier League · paragraph 1 + FAQ + JSON-LD (x3)","a risk we will not pass to a client","a risk we will not pass on to our guests","Internal language (""a client"")"
"sports-travel/football/premier-league-wembley-hospitality","Wembley · sub-heading","Official Wembley products.","Official Wembley hospitality.","Trade jargon (""products"")"
"sports-travel/football/premier-league-wembley-hospitality","Wembley · body","The stadium’s own lounge, restaurant and box products, matched to the occasion and the party. We use Wembley’s own product names when quoting","The stadium’s own lounges, restaurants and boxes, matched to the occasion and the party. We quote using Wembley’s own names for each","Trade jargon (""products"", ""product names"")"
"sports-travel/football/premier-league-wembley-hospitality","Make a weekend of it · body","We hold the same five-star properties in Liverpool, Manchester and London that we use across the rest of the collection","We use the same five-star hotels in Liverpool, Manchester and London as across the rest of our collection","Internal language (""We hold … properties"")"
"sports-travel/football/premier-league-wembley-hospitality","FAQ + JSON-LD · pricing (x2)","are not comparable products","are simply not comparable","Trade jargon (""products"")"
"sports-travel/golf/the-open","Hero basis","Two adults sharing · guide from price","Guide price per person, two adults sharing","Shorthand fragment"
"sports-travel/golf/the-open","What is included · transfers","Shuttle to the links on the entry tier; private transfers above","Shuttle to the links on the Championship Experience; private transfers on all other packages","Internal tier shorthand"
"sports-travel/golf/the-open","The Championship · paragraph 3","rather than a third-party product","rather than a third-party package","Trade jargon (""product"")"
"sports-travel/golf/the-open","The Championship · paragraph 3","Weekend inventory is already moving a year out.","Weekend hospitality is already selling a year ahead.","Trade jargon (""inventory is moving"")"
"sports-travel/golf/the-open","The venue · lede","The full ticket ladder follows below.","Each hospitality option is set out below.","Internal jargon (""ticket ladder"")"
"sports-travel/golf/the-open","The venue · at a glance · transfers","Shuttle on entry; private above it","Shuttle on the entry package; private transfers on all others","Internal tier shorthand"
"sports-travel/golf/the-open","Ticket guide · lede","not a third-party build","not a third-party operation","Trade jargon (""build"")"
"sports-travel/golf/the-open","Beyond the golf · lede","The event fills the days it fills. A short, tested list of what is worth your time around it.","A short, tested list of what is worth your time around the golf.","Awkward template phrasing (""The event fills the days it fills"")"
"sports-travel/other-sports/horse-racing","The sport · paragraph 1","Cheltenham Festival in March, which is four days of the best jump racing anywhere and a considerable amount of eating. Royal Ascot’s five days in June. The Grand National, the Arc in Paris, and further afield the Kentucky Derby and the Dubai World Cup.","The Cheltenham Festival in March is four days of the best jump racing anywhere and a considerable amount of eating. Royal Ascot runs for five days in June. Then there is the Grand National, the Arc in Paris and, further afield, the Kentucky Derby and the Dubai World Cup.","Sentence fragments (list of notes rather than sentences)"
"sports-travel/other-sports/horse-racing","Where to watch · lede","Every course ladders the same way.","Every course follows a similar pattern.","Internal jargon (""ladders"")"
"sports-travel/rugby/six-nations","Meta description + og:description (x2)","Official-route tickets and hospitality in Dublin, London, Paris, Edinburgh, Cardiff and Rome, plus fixtures.","Official tickets and hospitality in Dublin, London, Paris, Edinburgh, Cardiff and Rome, with the full 2027 fixture list.","Jargon (""Official-route"") and trailing fragment (""plus fixtures"")"
"sports-travel/rugby/six-nations","Packages · lede","we arrange official-route tickets and hospitality","we arrange official tickets and hospitality","Jargon (""official-route"")"
"sports-travel/rugby/six-nations","What is included · list","Official-route match tickets from union allocations","Official match tickets from union allocations","Jargon (""Official-route"")"
"sports-travel/rugby/six-nations","Package Match Weekend · access","Official-route match tickets","Official match tickets","Jargon (""Official-route"")"
"sports-travel/rugby/six-nations","Ticket guide · match tickets","Official-route seats from union allocations.","Official seats from union allocations.","Jargon (""Official-route"")"
"sports-travel/rugby/six-nations","Fixtures · lede","Round 4 kick-off times and the Round 5 Wales–Italy venue are still to be confirmed by the championship and are marked accordingly.","Two Round 4 kick-off times and the venue for Wales v Italy in Round 5 have not yet been announced by the championship.","Internal note phrasing (""to be confirmed … marked accordingly"")"
"sports-travel/rugby/six-nations","Fixtures · Round 4 dates (x2)","Weekend 6–7 Mar, TBC","Weekend 6–7 Mar, kick-off to be announced","Placeholder abbreviation (""TBC"")"
"sports-travel/rugby/six-nations","Fixtures · Round 5 Wales v Italy venue","Venue to be confirmed","Venue to be announced","Placeholder-style wording (matches the announcement wording used elsewhere)"
"sports-travel/rugby/six-nations","Hotels · Edinburgh, Cardiff and Rome","We hold five-star rooms in all three, and quote them the same way.","We have five-star hotels in all three, and quote them the same way.","Internal language (""We hold … rooms"")"
"sports-travel/rugby/six-nations","FAQ + JSON-LD · more than one match (x2)","a number of clients do","a number of guests do","Internal language (""clients"")"
"sports-travel/tennis/us-open","Hero basis","Two adults sharing · guide from price","Guide price per person, two adults sharing","Shorthand fragment"
"sports-travel/tennis/us-open","What is included · transfers","LIRR guidance or shared transfers to Flushing Meadows on the entry tier","LIRR guidance or shared transfers to Flushing Meadows on the New York Experience","Internal tier language"
"sports-travel/tennis/us-open","Ticket guide · Armstrong & Grandstand","We sell these as add-on days alongside an Ashe session","We arrange these as extra days alongside an Ashe session","Sales jargon (""We sell … add-on days"")"
