page,location,before,after,reason
"luxury-travel/europe/finland","Enquiry form — dates placeholder","placeholder=""e.g. June 2027""","placeholder=""e.g. February 2027""","Placeholder example date falls outside the December–March season the page promotes"
"luxury-travel/indian-ocean/maldives","Meta description","across nine approved islands","across nine hand-picked islands","Internal wording (""approved"" list) in search snippet"
"luxury-travel/indian-ocean/maldives","Open Graph description","Nine approved islands, one lagoon-blue standard — the Maldives, tailored.","Nine hand-picked islands, each with its own character — the Maldives, tailored.","Internal wording (""approved"") in social/search snippet"
"luxury-travel/indian-ocean/maldives","Hero subtitle (p.hero-sub)","One island, one resort, every time — the purest expression of the beach holiday, and the most competitive luxury market on earth.","One island, one resort — the beach holiday at its purest, and a place where choosing the right island makes all the difference.","Trade language (""the most competitive luxury market"")"
"luxury-travel/indian-ocean/maldives","The Destination — paragraph 1","Every Maldivian resort is its own island, which makes choosing the entire art. Party of two or three generations? Seaplane romance or speedboat convenience? Slide-off-the-deck fun or barefoot Robinson polish? The nine islands on this list each answer differently, and precision here is worth more than anywhere else we sell.","Every Maldivian resort is its own island, so choosing well is everything. Are you two, or three generations? Do you want the romance of a seaplane or the convenience of a speedboat? Slides off the villa deck, or barefoot castaway polish? The nine islands we recommend each answer differently, and getting the match right matters more here than almost anywhere else.","Internal wording (""on this list"", ""anywhere else we sell"") and clipped questions"
"luxury-travel/indian-ocean/maldives","When To Travel lede","and rates that breathe.","and lower rates.","Odd phrasing (""rates that breathe"")"
"luxury-travel/indian-ocean/maldives","One&Only Reethi Rah card — Why we selected it","Scale used luxuriously — every villa remote from the next, a beach for every wind, and the standard by which Maldives arrivals are judged.","A large island used generously — every villa well apart from the next, a beach for every wind, and one of the most celebrated resorts in the Maldives.","Robotic / hype phrasing"
"luxury-travel/indian-ocean/maldives","One&Only Reethi Rah card — Best suited to","Guests who want scale, glamour and choice — the O&O standard.","Guests who want space, glamour and plenty of choice.","Brand shorthand (""the O&O standard"")"
"luxury-travel/indian-ocean/maldives","Cheval Blanc Randheli card — Why we selected it","The most polished object in the ocean — Guerlain spa on its own islet, villas by Jean-Michel Gathy, and taste calibrated to the millimetre.","Polished to the last detail — a Guerlain spa on its own islet, villas designed by Jean-Michel Gathy, and impeccable taste throughout.","Hype / overwritten"
"luxury-travel/indian-ocean/maldives","Cheval Blanc Randheli card — Best suited to","Guests who want French maison polish over Maldivian water.","Guests who want Parisian polish on a Maldivian lagoon.","Overwritten phrasing"
"luxury-travel/indian-ocean/maldives","Soneva Jani card — Why we selected it","and the barefoot-intelligent Soneva philosophy underneath the fun.","and Soneva’s thoughtful barefoot philosophy beneath the fun.","Coined jargon (""barefoot-intelligent"")"
"luxury-travel/indian-ocean/maldives","Soneva Secret card — Why we selected it","Castaway perfected — your own barefoot butler, chefs cooking to the day’s catch, and neighbours measured in horizons. The disappear-completely booking.","The castaway fantasy, perfected — your own barefoot butler, chefs cooking with the day’s catch, and barely a neighbour in sight. The place to disappear completely.","Overwritten / trade phrasing (""booking"")"
"luxury-travel/indian-ocean/maldives","Velaa Private Island card — Why we selected it","Built beyond commercial logic — a snow room in the spa, tower dining above the palms, and privacy engineered villa by villa. The connoisseur’s flag.","Built with no expense spared — a snow room in the spa, dining in a tower above the palms, and privacy designed into every villa.","Robotic phrasing (""the connoisseur’s flag"")"
"luxury-travel/indian-ocean/maldives","Velaa Private Island card — Best suited to","Connoisseurs who want engineering-grade privacy and detail.","Discerning guests who want complete privacy and exceptional attention to detail.","Robotic phrasing (""engineering-grade"")"
"luxury-travel/indian-ocean/maldives","Waldorf Astoria Ithaafushi card — Why we selected it","The polished all-rounder — dining that outruns the atoll, generous family villas, and The Private Island for buy-outs when the party grows.","The polished all-rounder — more dining choice than anywhere else in the atoll, generous family villas, and The Private Island to take over exclusively when the party grows.","Trade jargon (""buy-outs"")"
"luxury-travel/indian-ocean/maldives","Waldorf Astoria Ithaafushi card — Best suited to","Families who want big-brand polish and endless dining.","Families who want a polished resort with endless dining choice.","Trade phrasing (""big-brand"")"
"luxury-travel/indian-ocean/maldives","Conrad Maldives Rangali Island card — Why we selected it","Ithaa’s glass ceiling started the underwater era, and the Muraka suite still ends it — with Ari’s year-round whale sharks as neighbours.","Ithaa’s glass ceiling began the fashion for dining beneath the sea, and the Muraka residence takes the idea further still — with South Ari’s year-round whale sharks as neighbours.","Garbled phrasing (""still ends it"")"
"luxury-travel/indian-ocean/maldives","JOALI Maldives card — Why we selected it","Art-immersive without pretension — a manta-ray treehouse, pastel villas, and the most photogenic island of the modern generation.","Full of art without any pretension — a manta-ray treehouse, pastel villas, and one of the most photogenic islands in the Maldives.","Hype / robotic phrasing"
"luxury-travel/indian-ocean/maldives","JOALI Maldives card — Best suited to","Design collectors — the Maldives as a living gallery.","Design lovers who want the Maldives as a living gallery.","Fragment"
"luxury-travel/indian-ocean/maldives","JOALI Being card — location line (p.ht-pos)","Seaplane; transformative programmes only.","By seaplane; every stay is built around a wellbeing programme.","Shorthand note"
"luxury-travel/indian-ocean/maldives","JOALI Being card — Why we selected it","Not a spa on an island — an island as a spa: sound paths, hydrotherapy halls and programmes with clinicians behind them. The reset, absolute.","Less a spa on an island than an island that is itself a spa: sound paths, hydrotherapy halls and programmes led by clinicians. A complete reset.","AI tell (""Not X — Y"") and fragment"
"luxury-travel/indian-ocean/maldives","Itinerary — One Island, Perfectly","The classic — we match the island to the party and the week runs itself: sandbank picnics, one dive day, the spa’s long afternoon.","The classic Maldives week — we match the island to your party, then the days take care of themselves: sandbank picnics, a day of diving and long afternoons in the spa.","Shorthand list"
"luxury-travel/indian-ocean/maldives","Itinerary — Two-Island Contrast","Fun then fashion — Soneva Jani into Cheval Blanc, seaplane between, the lagoon’s two languages in one trip.","Fun, then glamour — Soneva Jani followed by Cheval Blanc Randheli, linked by seaplane, for two very different sides of the Maldives.","Shorthand / overwritten"
"luxury-travel/indian-ocean/maldives","Itinerary — City Bookend","Dubai’s energy first, the lagoon after — four hours between, and the classic Middle East pairing our desks build weekly.","Dubai’s energy first, then the lagoon — four hours’ flight apart, and one of the most popular pairings we arrange.","Internal note (""our desks build weekly"")"
"luxury-travel/indian-ocean/maldives","Getting There — paragraph 1","London to Malé runs around ten hours direct in season, or one-stop over the Gulf year-round — the Dubai pairing exists for good reason. Seaplanes fly daylight only; we sequence arrivals so no one sleeps in Malé unless they choose to.","Flights from London to Malé take around ten hours direct in season, or you can fly one-stop via the Gulf all year, which is why Dubai makes such a natural pairing. Seaplanes fly in daylight only, so we time arrivals to make sure nobody has to spend a night in Malé unless they want to.","Internal process language (""we sequence arrivals"")"
"luxury-travel/indian-ocean/maldives","The essentials panel — Family pick","Family pick","For families","Internal label (""pick"")"
"luxury-travel/indian-ocean/maldives","The essentials panel — Privacy pick","Privacy pick","For privacy","Internal label (""pick"")"
"luxury-travel/indian-ocean/maldives","Combinations heading (h2)","Maldives travels well with others.","The Maldives travel well with others.","Grammar (plural subject)"
"luxury-travel/indian-ocean/maldives","Combinations — Dubai card","Four hours apart — a natural city-and-lagoon pairing on one flight pattern.","Four hours apart, and a natural city-and-lagoon pairing on the way out or home.","Trade jargon (""flight pattern"")"
"luxury-travel/indian-ocean/maldives","FAQ ""Which island is actually right for us?"" (HTML + JSON-LD)","That is the entire consultation — party, pace, transfer tolerance and budget triangulate to two or three islands, and we have stood on all of these. Tell us who is travelling; we will argue it properly.","That is exactly what we help with. Who is travelling, the pace you want, how long a transfer you are happy with and your budget usually narrow the choice to two or three islands, and we know every one of them first-hand. Tell us who is travelling and we will talk it through properly.","Robotic / jargon phrasing (""triangulate"", ""transfer tolerance"")"
"luxury-travel/indian-ocean/maldives","FAQ ""Seaplane or speedboat?"" (HTML + JSON-LD)","It shapes the shortlist.","The choice often shapes which islands we suggest.","Internal shorthand"
"luxury-travel/indian-ocean/maldives","FAQ ""Is the green season a mistake?"" (HTML + JSON-LD)","No — showers pass in minutes, lagoons glass over, whale sharks feed, and rates drop hard. Honeymooners on value terms should look at it seriously.","No. Showers usually pass in minutes, the lagoons turn glassy, whale sharks are feeding and rates fall considerably. Honeymooners looking for value should consider it seriously.","Clipped / trade phrasing"
"luxury-travel/indian-ocean/maldives","FAQ ""All-inclusive or half board?"" (HTML + JSON-LD)","Island-dependent — Soneva’s inclusive tiers reward stayers; à la carte islands suit lighter appetites. We model it before you book, not after.","It depends on the island. Soneva’s inclusive plans reward longer stays, while à la carte islands suit lighter appetites. We compare the options for you before you book.","Internal jargon (""we model it"", ""stayers"")"
"luxury-travel/indian-ocean/maldives","FAQ ""How far ahead for Christmas?"" (HTML + JSON-LD)","Ten to twelve months for the marquee islands — festive weeks are the hardest bookings in this collection.","Ten to twelve months for the most popular islands — the festive weeks are the hardest of all to secure.","Trade phrasing (""marquee islands"", ""this collection"")"
"luxury-travel/indian-ocean/mauritius","Open Graph description","The island where the grand resort was perfected — seven approved addresses.","The island where the grand resort was perfected — seven hand-picked hotels.","Internal wording (""approved"") in social/search snippet"
"luxury-travel/indian-ocean/mauritius","Hero subtitle (p.hero-sub)","The island that perfected the grand resort — service generations deep, lagoons all round, and a Creole warmth no brand manual writes.","The island that perfected the grand resort — service passed down through generations, lagoons all round, and a genuine Creole warmth.","Overwritten phrasing"
"luxury-travel/indian-ocean/mauritius","The Destination — paragraph 1","Mauritian hospitality is hereditary — the great resorts have staff rosters running three generations, and it shows in a warmth the newer oceans cannot train. Le Saint Géran remains the flagship of the whole ocean; Prince Maurice its hushed connoisseur’s answer; the Beachcomber trio — Royal Palm, Dinarobin, Paradis — the local dynasty at its best.","Hospitality runs in Mauritian families — at the great resorts, three generations of the same family can be found on the staff, and it shows in a warmth that newer destinations struggle to match. Le Saint Géran remains the island’s flagship; Prince Maurice is its quieter, more private counterpart; and the Beachcomber trio — Royal Palm, Dinarobin and Paradis — show the island’s own hotel group at its best.","Robotic / overwritten phrasing (""the newer oceans cannot train"", ""connoisseur’s answer"")"
"luxury-travel/indian-ocean/mauritius","The Destination — paragraph 2","the island covers every brief — golf across two championship courses, kite lagoons in the south-west, and a hinterland of tea estates and volcanic peaks that rewards one good driver-day.","the island suits every kind of trip — golf on two championship courses, kitesurfing lagoons in the south-west, and an interior of tea estates and volcanic peaks that is well worth a day out with a private driver.","Agency jargon (""covers every brief"", ""driver-day"")"
"luxury-travel/indian-ocean/mauritius","One&Only Le Saint Géran card — Why we selected it","Six decades of legend renewed — swimmable lagoon one side, surf beach the other, and a club-like loyalty among guests who simply never switch.","Six decades of legend, beautifully renewed — a swimmable lagoon on one side, a surf beach on the other, and guests so loyal they return year after year.","Clipped / robotic phrasing"
"luxury-travel/indian-ocean/mauritius","Constance Prince Maurice card — Why we selected it","Barefoot elegance with a floating bar, a wine cellar of continental depth, and quiet engineered into every sightline. The connoisseur’s pick.","Barefoot elegance with a floating bar, an exceptional wine cellar, and a calm that runs through every view. A favourite with discerning guests.","Robotic phrasing (""quiet engineered into every sightline"", ""the connoisseur’s pick"")"
"luxury-travel/indian-ocean/mauritius","Royal Palm Beachcomber card — tagline (p.ht-line)","The Beachcomber crown — club-scale, calm-water.","Beachcomber’s finest, on a calm, sheltered bay.","Shorthand fragment"
"luxury-travel/indian-ocean/mauritius","Royal Palm Beachcomber card — Facilities","legendary service ratios","a high staff-to-guest ratio","Hype / jargon"
"luxury-travel/indian-ocean/mauritius","Royal Palm Beachcomber card — Why we selected it","The island’s most exclusive address by feel —","Perhaps the island’s most exclusive address —","Odd phrasing (""by feel"")"
"luxury-travel/indian-ocean/mauritius","Dinarobin Beachcomber card — Why we selected it","— the active-relaxed hybrid done right.","— a stay that is as active or as restful as you like.","Robotic phrasing (""active-relaxed hybrid"")"
"luxury-travel/indian-ocean/mauritius","Paradis Beachcomber card — Why we selected it","Golf, kites, tennis and the safest lagoon on the island — the Beachcomber machine at full family throttle, with villa options for the big gatherings.","Golf, kitesurfing, tennis and the safest lagoon on the island, with everything a family could want and villas for larger gatherings.","Robotic / off-brand phrasing (""the Beachcomber machine at full family throttle"")"
"luxury-travel/indian-ocean/mauritius","Four Seasons at Anahita card — Why we selected it","Every room a pool villa, kitchens included — the residential formula families love, with Four Seasons polish and two boat-served beaches.","Every room is a pool villa with its own kitchen — the home-from-home space families love, with Four Seasons polish and two beaches reached by boat.","Trade phrasing (""residential formula"")"
"luxury-travel/indian-ocean/mauritius","Shangri-La Le Touessrok card — Why we selected it","Ilot Mangénie is the trick — a members-style island for guests only, served barefoot. Add Bernhard Langer golf on its own second island.","Ilot Mangénie is the highlight — a private island for hotel guests only, with barefoot service. Bernhard Langer’s golf course has an island of its own nearby.","Shorthand phrasing (""is the trick"", ""Add …"")"
"luxury-travel/indian-ocean/mauritius","Shangri-La Le Touessrok card — Best suited to","Guests who want their own castaway island on tap.","Guests who want a castaway island close at hand.","Colloquial jargon (""on tap"")"
"luxury-travel/indian-ocean/mauritius","Itinerary — The Flagship Week","Saint Géran in full — lagoon mornings, the Boathouse’s toys, one south-west day for Le Morne, and dinner rotating the peninsula.","A full week at Le Saint Géran — mornings on the lagoon, watersports from the Boathouse, a day trip to Le Morne in the south-west, and dinners around the peninsula.","Shorthand list"
"luxury-travel/indian-ocean/mauritius","Itinerary — East Coast Duet","Prince Maurice hush then Touessrok style — twenty minutes apart, entirely different registers.","The calm of Prince Maurice, then the style of Shangri-La Le Touessrok — twenty minutes apart, and entirely different in feel.","Shorthand"
"luxury-travel/indian-ocean/mauritius","Itinerary — Island and Safari","Mauritius after the Mara — the classic bush-and-beach, four hours from Nairobi’s hubs.","Mauritius after a safari in the Mara — the classic bush-and-beach combination, around four hours’ flight from Nairobi.","Shorthand / trade phrasing (""Nairobi’s hubs"")"
"luxury-travel/indian-ocean/mauritius","Getting There — paragraph","London flies direct overnight in around twelve hours, landing to morning light — the civilised pattern. Transfers run 45–75 minutes depending on coast; helicopters cut the east coast to twenty.","Direct overnight flights from London take around twelve hours and land in the morning, which makes for a relaxed arrival. Transfers take 45–75 minutes depending on the coast, or around twenty minutes to the east coast by helicopter.","Trade phrasing (""the civilised pattern"")"
"luxury-travel/indian-ocean/mauritius","The essentials panel — Family pick","Family pick","For families","Internal label (""pick"")"
"luxury-travel/indian-ocean/mauritius","Combinations — Africa card","The safari’s natural beach — Mara or Kruger first, Mauritius to land.","The natural beach finish to a safari — the Mara or Kruger first, then Mauritius to unwind.","Shorthand (""to land"")"
"luxury-travel/indian-ocean/mauritius","Combinations — Maldives card","The other lagoon — compare the ocean’s two great answers across one trip.","The Indian Ocean’s other great lagoon — experience both in one trip.","Robotic phrasing (""two great answers"")"
"luxury-travel/indian-ocean/mauritius","FAQ ""Which coast should we choose?"" (HTML + JSON-LD)","The shortlist starts there.","That is where we start when narrowing down the choice.","Internal shorthand"
"luxury-travel/indian-ocean/mauritius","FAQ ""When is the kite season?"" (HTML + JSON-LD)","May to October at Le Morne — winter winds, warm water, and the lagoon that made the sport’s postcards.","May to October at Le Morne, with steady winter winds, warm water and one of the most photographed kitesurfing lagoons in the world.","Clipped phrasing"
"luxury-travel/indian-ocean/mauritius","FAQ ""Is Mauritius good value against the Maldives?"" (HTML + JSON-LD)","Consistently — resort-for-resort the rates run kinder, the flights simpler, and the island gives you somewhere to go on the seventh day.","Generally, yes. Comparing like-for-like resorts, rates tend to be lower and the flights simpler, and the island gives you somewhere to explore when you want a change from the beach.","Robotic phrasing"
"luxury-travel/indian-ocean/mauritius","FAQ ""What about cyclone season?"" (HTML + JSON-LD)","January to March carries the watch — direct hits are rare and resorts are engineered for it, but February bookings should hold flexibility.","January to March is cyclone season. Direct hits are rare and the resorts are built to cope, but for February we recommend building some flexibility into your booking.","Internal advice phrasing (""bookings should hold flexibility"")"
"luxury-travel/indian-ocean/mauritius","FAQ ""Can we mix two hotels?"" (HTML + JSON-LD)","Easily and often — east-coast pairs are twenty minutes apart, and the Beachcomber estates share facilities on Le Morne.","Yes, and many guests do. The east-coast hotels are around twenty minutes apart, and the two Beachcomber resorts on Le Morne share their facilities.","Clipped phrasing"
"luxury-travel/middle-east","The Region — paragraph 3","Most clients pick one. A growing number split the week, which we would encourage — the contrast makes both cities read better,","Most guests choose one. A growing number split the week, which we would encourage — the contrast shows both cities at their best,","Internal wording (""clients"") and writer-speak (""read better"")"
"luxury-travel/middle-east","Vedere Says band quote","Four nights in Dubai and three in Abu Dhabi reads far better than seven in either.","Four nights in Dubai and three in Abu Dhabi make a far better trip than seven in either.","Writer-speak (""reads far better"")"
"luxury-travel/middle-east","Getting There — paragraph 2","Most clients take an evening departure","Most guests take an evening departure","Internal wording (""clients"")"
"luxury-travel/middle-east","FAQ ""What should I know about Ramadan?"" (HTML + JSON-LD)","Some clients prefer it; others should avoid it. We flag the dates when quoting.","Some guests prefer it; others would rather avoid it. We always point out the dates when we quote.","Internal wording (""clients"", ""flag"")"
"luxury-travel/north-america/california","Open Graph description","Big Sur’s cliff, Napa’s hillside and the pink palace — four approved addresses.","Big Sur’s cliff, Napa’s hillside and the pink palace — California, tailored.","Internal wording (""approved addresses"") in social/search snippet"
"luxury-travel/north-america/california","Hero subtitle (p.hero-sub)","One state, three legends of place —","One state, three great settings —","Robotic phrasing (""legends of place"")"
"luxury-travel/north-america/california","The Destination — paragraph 1","California is this collection’s one great road trip: LA’s palm-lined theatre, Highway One curling up through Big Sur’s cliffs, then inland to the wine valleys’ olive-and-oak light. The addresses are stops on a route, and the route is half the holiday.","California is the great road trip in our collection: palm-lined Los Angeles, Highway One curling up through the cliffs of Big Sur, then inland to the olive groves and oaks of the wine valleys. The hotels are stops on a route, and the route is half the holiday.","Overwritten phrasing"
"luxury-travel/north-america/california","The Destination — paragraph 2","Convertible booked, the state does the rest.","Book the convertible, and California does the rest.","Clipped phrasing"
"luxury-travel/north-america/california","When To Travel heading (h2)","Long dry season, harvest crowns it.","A long dry season, with harvest to finish.","Sentence template repeated across pages (""… crowns"")"
"luxury-travel/north-america/california","Post Ranch Inn card — Why we selected it","— the great American romantic hotel, full stop. Two nights minimum; you’ll ask for three.","— one of the great romantic hotels of America. There is a two-night minimum, and most guests wish they had booked three.","Clipped / colloquial phrasing"
"luxury-travel/north-america/california","Auberge du Soleil card — tagline (p.ht-line)","The valley’s original luxury inn, terrace to die on.","The valley’s original luxury inn, with a terrace to remember.","Fragment / colloquial"
"luxury-travel/north-america/california","Auberge du Soleil card — Why we selected it","Napa distilled — that terrace at golden hour, a Michelin kitchen with a view to match, and tastings arranged behind cellar doors that don’t advertise.","The best of Napa — the terrace at golden hour, a Michelin-starred kitchen with a view to match, and private tastings at cellars that do not advertise.","Overwritten phrasing"
"luxury-travel/north-america/california","Auberge du Soleil card — Best suited to","Food-and-wine devotees — Napa's original luxury inn.","Food and wine lovers who want Napa's original luxury inn.","Fragment"
"luxury-travel/north-america/california","Itinerary — The Classic Run","LA’s pink palace, two Big Sur nights, then the valley — Highway One northbound with lunches booked at the right mile-markers.","The pink palace in Los Angeles, two nights at Big Sur, then the wine country — driving Highway One northbound, with lunches booked at the best stops along the way.","Shorthand"
"luxury-travel/north-america/california","Itinerary — Coast Essential","Post Ranch held long between LA bookends — the cliff is the destination; the road is the ceremony.","A long stay at Post Ranch Inn, with nights in Los Angeles at either end — the cliff is the destination, and the drive is part of the pleasure.","Shorthand / overwritten (""held long"", ""bookends"")"
"luxury-travel/north-america/california","Itinerary — Vine and Pine","Napa slowed right down — Auberge’s terrace, vineyard mornings — with a Sonoma coast day and a San Francisco bookend.","Napa at a slow pace — the terrace at Auberge du Soleil and mornings in the vineyards — with a day on the Sonoma coast and a final stay in San Francisco.","Shorthand (""bookend"")"
"luxury-travel/north-america/california","Getting There — paragraph 1","LA and San Francisco both fly direct from London in around eleven hours — the route works either direction, and open-jaw is the trick: land one end, fly home from the other.","There are direct flights from London to both Los Angeles and San Francisco, taking around eleven hours. The route works in either direction, and the best approach is to fly into one city and home from the other.","Trade jargon (""open-jaw is the trick"")"
"luxury-travel/north-america/california","Getting There — paragraph 2","The car matters: convertibles booked early for summer, and drivers arranged for tasting days — Napa’s pleasures and driving don’t mix, by design.","The car matters: we book convertibles early for summer, and arrange drivers for tasting days, because wine tasting and driving do not mix.","Clipped phrasing"
"luxury-travel/north-america/california","The essentials panel — Romance pick / Route rule","Romance pick Post Ranch Inn","For romance Post Ranch Inn","Internal label (""pick"")"
"luxury-travel/north-america/california","The essentials panel — Route rule","Route rule Open-jaw, coast northbound","Best route Into one city, home from the other; coast northbound","Trade jargon (""open-jaw"", ""route rule"")"
"luxury-travel/north-america/california","Combinations — Mexico card","Cabo’s desert-sea after the valley.","Cabo’s desert and sea after the wine country.","Clipped phrasing"
"luxury-travel/north-america/california","FAQ ""How many nights does the route need?"" (HTML + JSON-LD)","Eight is the honest classic — two LA, two Big Sur, three valley, one SF. Six squeezes; ten luxuriates.","Eight nights is the classic: two in Los Angeles, two at Big Sur, three in the wine country and one in San Francisco. Six is possible but tight; ten lets you slow right down.","Shorthand"
"luxury-travel/north-america/california","FAQ ""When is Big Sur’s fog?"" (HTML + JSON-LD)","June–July mornings mostly — burned off by lunch, and frankly part of the show. Fire-and-fog evenings at Post Ranch are the point.","Mostly on June and July mornings, and it usually burns off by lunchtime. Evenings by the fire at Post Ranch Inn as the fog rolls in are part of the magic.","Clipped phrasing"
"luxury-travel/north-america/california","FAQ ""Napa or Sonoma?"" (HTML + JSON-LD)","Napa for the estates and the occasion; Sonoma for looser charm — we link both via the Oakville grade if the trip allows.","Napa for the grand estates and a sense of occasion; Sonoma for a more relaxed charm. If time allows, we link the two via the Oakville Grade.","Clipped phrasing"
"luxury-travel/north-america/california","FAQ ""Do we need the convertible?"" (HTML + JSON-LD)","Need, no; deserve, yes. Book it with the flights — summer inventory of the good ones actually runs out.","You do not need one, but it adds a great deal to the drive. Book it with your flights, as the best cars do sell out in summer.","Trade jargon (""inventory"")"
"luxury-travel/north-america/california","FAQ ""Is LA worth more than a bookend?"" (HTML + JSON-LD)","With the right desk, yes — studio access, gallery mornings, courtside Lakers through our sports arm. Tell us your version of the city.","With the right planning, yes — studio access, gallery mornings, and courtside seats for the Lakers through our sports travel team. Tell us what you would like from the city.","Internal wording (""desk"", ""our sports arm"")"
"luxury-travel/north-america/new-york","Hero subtitle (p.hero-sub)","The city that needs no case made — four hotels that rise to it, and a sports calendar our other desk sells all year.","The city that needs no introduction — four hotels that rise to it, and a sporting calendar we can build into your stay all year round.","Internal note (""our other desk sells"")"
"luxury-travel/north-america/new-york","The Destination — paragraph 1","Manhattan’s luxury is a matter of blocks: Aman’s spa-fortress above 57th Street, The Carlyle’s Upper East Side of Bemelmans murals and house legends, The Peninsula’s Fifth Avenue engine room, The Mark’s fashion-week polish a stroll from the Met. Each is a different city; all are five minutes from the park.","In Manhattan, luxury is a matter of blocks: Aman’s spa sanctuary above 57th Street, The Carlyle’s Upper East Side world of Bemelmans murals and house legends, The Peninsula’s polished Fifth Avenue address, and The Mark’s fashion-week style a stroll from the Met. Each shows you a different city, and all are five minutes from the park.","Robotic phrasing (""spa-fortress"", ""engine room"")"
"luxury-travel/north-america/new-york","The Destination — paragraph 2","New York is also a sports town our other arm knows intimately — the US Open fortnight, Knicks and Rangers nights at the Garden, NFL Sundays across the river. The two desks build one itinerary when asked, which is often.","New York is also a great sports city, and our sports travel team knows it well — the US Open fortnight, Knicks and Rangers nights at the Garden, NFL Sundays across the river. Our luxury and sports specialists often plan a single itinerary together.","Internal note (""our other arm"", ""the two desks"")"
"luxury-travel/north-america/new-york","When To Travel heading (h2)","Always on — two crowned seasons.","Always on, with two peak seasons.","Sentence template repeated across pages (""crowned"")"
"luxury-travel/north-america/new-york","Hotels lede","Sanctuary, legend, engine and style — pick the city you want.","Sanctuary, legend, polish and style — choose the New York you want.","Robotic phrasing (""engine"")"
"luxury-travel/north-america/new-york","The Peninsula New York card — Why we selected it","Polished machinery at the city’s crossroads — Salon de Ning’s rooftop, page-boy service heritage,","Polished service at the city’s crossroads — Salon de Ning’s rooftop, a proud tradition of page-boy service,","Robotic phrasing (""polished machinery"")"
"luxury-travel/north-america/new-york","The Mark card — Why we selected it","Met Gala’s dressing room, Jean-Georges downstairs, sailboats in the park pond up the street — the stylish Upper East, amused by itself.","The Met Gala’s dressing room, Jean-Georges downstairs and sailboats on the park pond up the street — the Upper East Side at its most stylish, with a sense of humour.","Overwritten phrasing"
"luxury-travel/north-america/new-york","Itinerary — The Classic Long Weekend","The Carlyle or The Mark — Met mornings, park walks, one Garden night, one Broadway, and Sunday brunch defended.","The Carlyle or The Mark — mornings at the Met, walks in the park, a night at the Garden, a Broadway show and a leisurely Sunday brunch.","Shorthand list"
"luxury-travel/north-america/new-york","Itinerary — US Open Week","The Mark or Aman with Ashe tickets through our tennis desk — day sessions, city evenings, and the fortnight’s electricity.","The Mark or Aman New York with Arthur Ashe Stadium tickets through our tennis team — day sessions at the Open, evenings in the city, and all the atmosphere of the fortnight.","Internal wording (""our tennis desk"") and shorthand"
"luxury-travel/north-america/new-york","Itinerary — City and New England","Manhattan first, then the coast road north — Ocean House or One Dalton, the fall-colour pairing.","Manhattan first, then the coast road north to Ocean House or One Dalton — perfect in the autumn colours.","Shorthand and American English (""fall"")"
"luxury-travel/north-america/new-york","Getting There — paragraph 1","London to JFK and Newark runs all day, seven to eight hours westbound. We clear arrivals fast-track and, when schedules pinch, the Blade helicopter puts Manhattan eight minutes from JFK.","Flights from London to JFK and Newark run throughout the day, taking seven to eight hours westbound. We arrange fast-track arrival and, when time is tight, a Blade helicopter can take you from JFK to Manhattan in around eight minutes.","Clipped / trade phrasing"
"luxury-travel/north-america/new-york","Getting There — paragraph 2","US Open weeks pair naturally — our tennis desk holds Arthur Ashe inventory, and Flushing Meadows is twenty minutes from the Upper East on a good morning.","The US Open fits naturally into a stay: our tennis team has official Arthur Ashe Stadium tickets, and Flushing Meadows is twenty minutes from the Upper East Side on a good morning.","Internal wording (""tennis desk holds … inventory"")"
"luxury-travel/north-america/new-york","The essentials panel — Marquee seasons","Marquee seasons","Best seasons","Trade jargon"
"luxury-travel/north-america/new-york","The essentials panel — Legend pick","Legend pick","The classic","Internal label (""pick"")"
"luxury-travel/north-america/new-york","The essentials panel — Sanctuary pick","Sanctuary pick","For calm","Internal label (""pick"")"
"luxury-travel/north-america/new-york","Combinations — US Open card","Ashe sessions, Manhattan nights — the tennis desk’s signature fortnight.","Sessions on Arthur Ashe, nights in Manhattan — our tennis team’s signature fortnight.","Internal wording (""the tennis desk"")"
"luxury-travel/north-america/new-york","FAQ ""Which hotel for a first trip?"" (HTML + JSON-LD)","The Peninsula or The Mark — location and polish do the heavy lifting. Returners graduate to The Carlyle’s house magic or Aman’s hush.","The Peninsula or The Mark, for their locations and polish. Returning guests often move on to the magic of The Carlyle or the calm of Aman.","Clipped / colloquial phrasing"
"luxury-travel/north-america/new-york","FAQ ""Can you get US Open tickets?"" (HTML + JSON-LD)","Yes — official inventory through our tennis desk, packaged with these hotels. Finals weekends book by spring.","Yes — official tickets through our tennis team, packaged with these hotels. Finals weekends are usually booked by spring.","Internal wording (""inventory"", ""tennis desk"")"
"luxury-travel/north-america/new-york","FAQ ""Is February really worth it?"" (HTML + JSON-LD)","For rate-to-room value, absolutely — the city glitters, the queues vanish, and the hotels compete for you.","For value, absolutely — the city sparkles, the queues disappear and the hotels are at their most generous.","Trade jargon (""rate-to-room value"")"
"luxury-travel/north-america/new-york","FAQ ""How many nights does the city need?"" (HTML + JSON-LD)","Four covers the classic; five adds a fortnight event; seven pairs it with New England or DC by rail.","Four nights covers the classic sights; five lets you add an event such as the US Open; seven lets you pair the city with New England, or with Washington DC by rail.","Shorthand"
